condition,comparison,comparison_label,metric_a,metric_b,spearman_rho,p_value,n_proposals
persona,claude,Claude,mean_pairwise,medoid_dist,0.958498023715415,6.416966974193458e-13,23
persona,claude,Claude,mean_pairwise,mst_dispersion,0.9535573122529646,2.045296157918174e-12,23
persona,claude,Claude,mean_pairwise,nn,0.9357707509881423,5.688650095028583e-11,23
persona,claude,Claude,mean_pairwise,remote_clique,1.0,0.0,23
persona,claude,Claude,mean_pairwise,span90,0.9278656126482213,1.857696350971473e-10,23
persona,claude,Claude,mean_pairwise,sparseness,0.9683794466403162,3.8565010642989665e-14,23
persona,claude,Claude,medoid_dist,mst_dispersion,0.9249011857707511,2.7981010516231444e-10,23
persona,claude,Claude,medoid_dist,remote_clique,0.958498023715415,6.416966974193458e-13,23
persona,claude,Claude,medoid_dist,span90,0.9130434782608695,1.2366809696599139e-09,23
persona,claude,Claude,medoid_dist,sparseness,0.9673913043478262,5.304299500721495e-14,23
persona,claude,Claude,mst_dispersion,remote_clique,0.9535573122529646,2.045296157918174e-12,23
persona,claude,Claude,mst_dispersion,sparseness,0.8992094861660079,5.474601098561781e-09,23
persona,claude,Claude,nn,centroid_loo,0.9466403162055337,8.522205691075868e-12,23
persona,claude,Claude,nn,global_centroid_dist,0.8626482213438734,1.194476145665706e-07,23
persona,claude,Claude,nn,medoid_dist,0.8873517786561266,1.6678520364260622e-08,23
persona,claude,Claude,nn,mst_dispersion,0.9822134387351777,9.745721849256444e-17,23
persona,claude,Claude,nn,remote_clique,0.9357707509881423,5.688650095028583e-11,23
persona,claude,Claude,nn,span90,0.8033596837944664,3.920261428213202e-06,23
persona,claude,Claude,nn,sparseness,0.8626482213438734,1.194476145665706e-07,23
persona,claude,Claude,span90,mst_dispersion,0.8409090909090908,5.052487730888583e-07,23
persona,claude,Claude,span90,remote_clique,0.9278656126482213,1.857696350971473e-10,23
persona,claude,Claude,span90,sparseness,0.9733201581027668,6.620049324533835e-15,23
persona,claude,Claude,sparseness,remote_clique,0.9683794466403162,3.8565010642989665e-14,23
persona,gemini,Gemini,centroid_loo,global_centroid_dist,0.9525691699604744,2.5401685638882054e-12,23
persona,gemini,Gemini,centroid_loo,medoid_dist,0.9031620553359685,3.66180597763012e-09,23
persona,gemini,Gemini,centroid_loo,mst_dispersion,0.9456521739130436,1.0287762126573295e-11,23
persona,gemini,Gemini,centroid_loo,remote_clique,0.9693675889328063,2.7752536222287567e-14,23
persona,gemini,Gemini,centroid_loo,span90,0.9041501976284586,3.302671241557327e-09,23
persona,gemini,Gemini,centroid_loo,sparseness,0.9525691699604744,2.5401685638882054e-12,23
persona,gemini,Gemini,global_centroid_dist,medoid_dist,0.9476284584980237,7.034256602058228e-12,23
persona,gemini,Gemini,global_centroid_dist,mst_dispersion,0.9229249011857708,3.643067085466445e-10,23
persona,gemini,Gemini,global_centroid_dist,remote_clique,0.9930830039525691,5.041544879133055e-21,23
persona,gemini,Gemini,global_centroid_dist,span90,0.974308300395257,4.473465094212444e-15,23
persona,gemini,Gemini,global_centroid_dist,sparseness,1.0,0.0,23
persona,gemini,Gemini,mean_pairwise,centroid_loo,0.9693675889328063,2.7752536222287567e-14,23
persona,gemini,Gemini,mean_pairwise,global_centroid_dist,0.9930830039525691,5.041544879133055e-21,23
persona,gemini,Gemini,mean_pairwise,medoid_dist,0.9446640316205533,1.2376027906403914e-11,23
persona,gemini,Gemini,mean_pairwise,mst_dispersion,0.933794466403162,7.751322266758986e-11,23
persona,gemini,Gemini,mean_pairwise,nn,0.9140316205533597,1.101726912534852e-09,23
persona,gemini,Gemini,mean_pairwise,remote_clique,1.0,0.0,23
persona,gemini,Gemini,mean_pairwise,span90,0.9644268774703558,1.3053953287267002e-13,23
persona,gemini,Gemini,mean_pairwise,sparseness,0.9930830039525691,5.041544879133055e-21,23
persona,gemini,Gemini,medoid_dist,mst_dispersion,0.9535573122529646,2.045296157918174e-12,23
persona,gemini,Gemini,medoid_dist,remote_clique,0.9446640316205533,1.2376027906403914e-11,23
persona,gemini,Gemini,medoid_dist,span90,0.8992094861660079,5.474601098561781e-09,23
persona,gemini,Gemini,medoid_dist,sparseness,0.9476284584980237,7.034256602058228e-12,23
persona,gemini,Gemini,mst_dispersion,remote_clique,0.933794466403162,7.751322266758986e-11,23
persona,gemini,Gemini,mst_dispersion,sparseness,0.9229249011857708,3.643067085466445e-10,23
persona,gemini,Gemini,nn,centroid_loo,0.9347826086956521,6.648388758678471e-11,23
persona,gemini,Gemini,nn,global_centroid_dist,0.9031620553359685,3.66180597763012e-09,23
persona,gemini,Gemini,nn,medoid_dist,0.941699604743083,2.1126675899306958e-11,23
persona,gemini,Gemini,nn,mst_dispersion,0.9891304347826088,5.704063065422532e-19,23
persona,gemini,Gemini,nn,remote_clique,0.9140316205533597,1.101726912534852e-09,23
persona,gemini,Gemini,nn,span90,0.8320158102766799,8.581268739022245e-07,23
persona,gemini,Gemini,nn,sparseness,0.9031620553359685,3.66180597763012e-09,23
persona,gemini,Gemini,span90,mst_dispersion,0.8606719367588934,1.3752086959489192e-07,23
persona,gemini,Gemini,span90,remote_clique,0.9644268774703558,1.3053953287267002e-13,23
persona,gemini,Gemini,span90,sparseness,0.974308300395257,4.473465094212444e-15,23
persona,gemini,Gemini,sparseness,remote_clique,0.9930830039525691,5.041544879133055e-21,23
persona,gpt,GPT,centroid_loo,global_centroid_dist,0.9071146245059288,2.4066965518574098e-09,23
persona,gpt,GPT,centroid_loo,medoid_dist,0.882411067193676,2.559268518021324e-08,23
persona,gpt,GPT,centroid_loo,mst_dispersion,0.9614624505928853,2.9858709763379274e-13,23
persona,gpt,GPT,centroid_loo,remote_clique,0.950592885375494,3.865572728527236e-12,23
persona,gpt,GPT,centroid_loo,span90,0.8586956521739131,1.57993302983442e-07,23
persona,gpt,GPT,centroid_loo,sparseness,0.9071146245059288,2.4066965518574098e-09,23
persona,gpt,GPT,global_centroid_dist,medoid_dist,0.9634387351778656,1.7329804448776302e-13,23
persona,gpt,GPT,global_centroid_dist,mst_dispersion,0.9347826086956521,6.648388758678471e-11,23
persona,gpt,GPT,global_centroid_dist,remote_clique,0.9871541501976285,3.2675709718963424e-18,23
persona,gpt,GPT,global_centroid_dist,span90,0.9624505928853755,2.2830334775646334e-13,23
persona,gpt,GPT,global_centroid_dist,sparseness,1.0,0.0,23
persona,gpt,GPT,mean_pairwise,centroid_loo,0.950592885375494,3.865572728527236e-12,23
persona,gpt,GPT,mean_pairwise,global_centroid_dist,0.9871541501976285,3.2675709718963424e-18,23
persona,gpt,GPT,mean_pairwise,medoid_dist,0.9555335968379446,1.3069408987223545e-12,23
persona,gpt,GPT,mean_pairwise,mst_dispersion,0.958498023715415,6.416966974193458e-13,23
persona,gpt,GPT,mean_pairwise,nn,0.9515810276679842,3.140424967104547e-12,23
persona,gpt,GPT,mean_pairwise,remote_clique,1.0,0.0,23
persona,gpt,GPT,mean_pairwise,span90,0.9456521739130436,1.0287762126573295e-11,23
persona,gpt,GPT,mean_pairwise,sparseness,0.9871541501976285,3.2675709718963424e-18,23
persona,gpt,GPT,medoid_dist,mst_dispersion,0.9446640316205533,1.2376027906403914e-11,23
persona,gpt,GPT,medoid_dist,remote_clique,0.9555335968379446,1.3069408987223545e-12,23
persona,gpt,GPT,medoid_dist,span90,0.8804347826086957,3.0213401064793844e-08,23
persona,gpt,GPT,medoid_dist,sparseness,0.9634387351778656,1.7329804448776302e-13,23
persona,gpt,GPT,mst_dispersion,remote_clique,0.958498023715415,6.416966974193458e-13,23
persona,gpt,GPT,mst_dispersion,sparseness,0.9347826086956521,6.648388758678471e-11,23
persona,gpt,GPT,nn,centroid_loo,0.9436758893280633,1.4838379845626962e-11,23
persona,gpt,GPT,nn,global_centroid_dist,0.933794466403162,7.751322266758986e-11,23
persona,gpt,GPT,nn,medoid_dist,0.9446640316205533,1.2376027906403914e-11,23
persona,gpt,GPT,nn,mst_dispersion,0.9901185770750988,2.1058652770074424e-19,23
persona,gpt,GPT,nn,remote_clique,0.9515810276679842,3.140424967104547e-12,23
persona,gpt,GPT,nn,span90,0.8705533596837944,6.647410329721665e-08,23
persona,gpt,GPT,nn,sparseness,0.933794466403162,7.751322266758986e-11,23
persona,gpt,GPT,span90,mst_dispersion,0.8754940711462451,4.518872262393973e-08,23
persona,gpt,GPT,span90,remote_clique,0.9456521739130436,1.0287762126573295e-11,23
persona,gpt,GPT,span90,sparseness,0.9624505928853755,2.2830334775646334e-13,23
persona,gpt,GPT,sparseness,remote_clique,0.9871541501976285,3.2675709718963424e-18,23
