condition,review_uid,target_proposal_uid,review_source,source_family,evaluator_model,review_draw_index,text_versions_available,target_human_n_reviews,is_human_panel_member,is_ai_pool_member,is_ai_claude_member,is_ai_gemini_member,is_ai_gpt_member
one_at_a_time,one_at_a_time::y1::11::claude-sonnet-5::001,y1::11,ai,claude,claude-sonnet-5,1,"original,rephrased",4,False,True,True,False,False
one_at_a_time,one_at_a_time::y1::11::claude-sonnet-5::002,y1::11,ai,claude,claude-sonnet-5,2,"original,rephrased",4,False,True,True,False,False
one_at_a_time,one_at_a_time::y1::11::claude-sonnet-5::004,y1::11,ai,claude,claude-sonnet-5,4,"original,rephrased",4,False,True,True,False,False
one_at_a_time,one_at_a_time::y1::11::claude-sonnet-5::005,y1::11,ai,claude,claude-sonnet-5,5,"original,rephrased",4,False,True,True,False,False
one_at_a_time,one_at_a_time::y1::11::gpt-5.5::001,y1::11,ai,gpt,gpt-5.5,1,"original,rephrased",4,False,True,False,False,True
one_at_a_time,one_at_a_time::y1::11::gpt-5.5::002,y1::11,ai,gpt,gpt-5.5,2,"original,rephrased",4,False,True,False,False,True
one_at_a_time,one_at_a_time::y1::11::gpt-5.5::003,y1::11,ai,gpt,gpt-5.5,3,"original,rephrased",4,False,True,False,False,True
one_at_a_time,one_at_a_time::y1::11::gpt-5.5::004,y1::11,ai,gpt,gpt-5.5,4,"original,rephrased",4,False,True,False,False,True
one_at_a_time,one_at_a_time::y1::11::gpt-5.5::005,y1::11,ai,gpt,gpt-5.5,5,"original,rephrased",4,False,True,False,False,True
one_at_a_time,one_at_a_time::y1::11::gemini-3.1-pro-preview::001,y1::11,ai,gemini,gemini-3.1-pro-preview,1,"original,rephrased",4,False,True,False,True,False
one_at_a_time,one_at_a_time::y1::11::gemini-3.1-pro-preview::002,y1::11,ai,gemini,gemini-3.1-pro-preview,2,"original,rephrased",4,False,True,False,True,False
one_at_a_time,one_at_a_time::y1::11::gemini-3.1-pro-preview::003,y1::11,ai,gemini,gemini-3.1-pro-preview,3,"original,rephrased",4,False,True,False,True,False
one_at_a_time,one_at_a_time::y1::11::gemini-3.1-pro-preview::005,y1::11,ai,gemini,gemini-3.1-pro-preview,5,"original,rephrased",4,False,True,False,True,False
one_at_a_time,y1::12::1::01,y1::12,human,human,human-y1,,"original,rephrased",4,True,False,False,False,False
one_at_a_time,y1::12::2::01,y1::12,human,human,human-y1,,"original,rephrased",4,True,False,False,False,False
one_at_a_time,y1::12::3::01,y1::12,human,human,human-y1,,"original,rephrased",4,True,False,False,False,False
one_at_a_time,y1::12::4::01,y1::12,human,human,human-y1,,"original,rephrased",4,True,False,False,False,False
one_at_a_time,one_at_a_time::y1::12::claude-sonnet-5::001,y1::12,ai,claude,claude-sonnet-5,1,"original,rephrased",4,False,True,True,False,False
one_at_a_time,one_at_a_time::y1::12::claude-sonnet-5::002,y1::12,ai,claude,claude-sonnet-5,2,"original,rephrased",4,False,True,True,False,False
one_at_a_time,one_at_a_time::y1::12::claude-sonnet-5::003,y1::12,ai,claude,claude-sonnet-5,3,"original,rephrased",4,False,True,True,False,False
one_at_a_time,one_at_a_time::y1::12::claude-sonnet-5::004,y1::12,ai,claude,claude-sonnet-5,4,"original,rephrased",4,False,True,True,False,False
one_at_a_time,one_at_a_time::y1::12::claude-sonnet-5::005,y1::12,ai,claude,claude-sonnet-5,5,"original,rephrased",4,False,True,True,False,False
one_at_a_time,one_at_a_time::y1::12::gpt-5.5::001,y1::12,ai,gpt,gpt-5.5,1,"original,rephrased",4,False,True,False,False,True
one_at_a_time,one_at_a_time::y1::12::gpt-5.5::002,y1::12,ai,gpt,gpt-5.5,2,"original,rephrased",4,False,True,False,False,True
one_at_a_time,one_at_a_time::y1::12::gpt-5.5::003,y1::12,ai,gpt,gpt-5.5,3,"original,rephrased",4,False,True,False,False,True
one_at_a_time,one_at_a_time::y1::12::gpt-5.5::004,y1::12,ai,gpt,gpt-5.5,4,"original,rephrased",4,False,True,False,False,True
one_at_a_time,one_at_a_time::y1::12::gpt-5.5::005,y1::12,ai,gpt,gpt-5.5,5,"original,rephrased",4,False,True,False,False,True
one_at_a_time,one_at_a_time::y1::12::gemini-3.1-pro-preview::001,y1::12,ai,gemini,gemini-3.1-pro-preview,1,"original,rephrased",4,False,True,False,True,False
one_at_a_time,one_at_a_time::y1::12::gemini-3.1-pro-preview::002,y1::12,ai,gemini,gemini-3.1-pro-preview,2,"original,rephrased",4,False,True,False,True,False
one_at_a_time,one_at_a_time::y1::12::gemini-3.1-pro-preview::003,y1::12,ai,gemini,gemini-3.1-pro-preview,3,"original,rephrased",4,False,True,False,True,False
one_at_a_time,one_at_a_time::y1::12::gemini-3.1-pro-preview::005,y1::12,ai,gemini,gemini-3.1-pro-preview,5,"original,rephrased",4,False,True,False,True,False
one_at_a_time,y1::2::1::01,y1::2,human,human,human-y1,,"original,rephrased",3,True,False,False,False,False
one_at_a_time,y1::2::2::01,y1::2,human,human,human-y1,,"original,rephrased",3,True,False,False,False,False
one_at_a_time,y1::2::3::01,y1::2,human,human,human-y1,,"original,rephrased",3,True,False,False,False,False
one_at_a_time,one_at_a_time::y1::2::claude-sonnet-5::001,y1::2,ai,claude,claude-sonnet-5,1,"original,rephrased",3,False,True,True,False,False
one_at_a_time,one_at_a_time::y1::2::claude-sonnet-5::002,y1::2,ai,claude,claude-sonnet-5,2,"original,rephrased",3,False,True,True,False,False
one_at_a_time,one_at_a_time::y1::2::claude-sonnet-5::003,y1::2,ai,claude,claude-sonnet-5,3,"original,rephrased",3,False,True,True,False,False
one_at_a_time,one_at_a_time::y1::2::claude-sonnet-5::004,y1::2,ai,claude,claude-sonnet-5,4,"original,rephrased",3,False,True,True,False,False
one_at_a_time,one_at_a_time::y1::2::claude-sonnet-5::005,y1::2,ai,claude,claude-sonnet-5,5,"original,rephrased",3,False,True,True,False,False
one_at_a_time,one_at_a_time::y1::2::gpt-5.5::001,y1::2,ai,gpt,gpt-5.5,1,"original,rephrased",3,False,True,False,False,True
one_at_a_time,one_at_a_time::y1::2::gpt-5.5::002,y1::2,ai,gpt,gpt-5.5,2,"original,rephrased",3,False,True,False,False,True
one_at_a_time,one_at_a_time::y1::2::gpt-5.5::003,y1::2,ai,gpt,gpt-5.5,3,"original,rephrased",3,False,True,False,False,True
one_at_a_time,one_at_a_time::y1::2::gpt-5.5::004,y1::2,ai,gpt,gpt-5.5,4,"original,rephrased",3,False,True,False,False,True
one_at_a_time,one_at_a_time::y1::2::gpt-5.5::005,y1::2,ai,gpt,gpt-5.5,5,"original,rephrased",3,False,True,False,False,True
one_at_a_time,one_at_a_time::y1::2::gemini-3.1-pro-preview::001,y1::2,ai,gemini,gemini-3.1-pro-preview,1,"original,rephrased",3,False,True,False,True,False
one_at_a_time,one_at_a_time::y1::2::gemini-3.1-pro-preview::002,y1::2,ai,gemini,gemini-3.1-pro-preview,2,"original,rephrased",3,False,True,False,True,False
one_at_a_time,one_at_a_time::y1::2::gemini-3.1-pro-preview::003,y1::2,ai,gemini,gemini-3.1-pro-preview,3,"original,rephrased",3,False,True,False,True,False
one_at_a_time,one_at_a_time::y1::2::gemini-3.1-pro-preview::004,y1::2,ai,gemini,gemini-3.1-pro-preview,4,"original,rephrased",3,False,True,False,True,False
one_at_a_time,one_at_a_time::y1::2::gemini-3.1-pro-preview::005,y1::2,ai,gemini,gemini-3.1-pro-preview,5,"original,rephrased",3,False,True,False,True,False
one_at_a_time,y1::3::1::01,y1::3,human,human,human-y1,,"original,rephrased",4,True,False,False,False,False
one_at_a_time,y1::3::2::01,y1::3,human,human,human-y1,,"original,rephrased",4,True,False,False,False,False
one_at_a_time,y1::3::3::01,y1::3,human,human,human-y1,,"original,rephrased",4,True,False,False,False,False
one_at_a_time,y1::3::4::01,y1::3,human,human,human-y1,,"original,rephrased",4,True,False,False,False,False
one_at_a_time,one_at_a_time::y1::3::claude-sonnet-5::002,y1::3,ai,claude,claude-sonnet-5,2,"original,rephrased",4,False,True,True,False,False
one_at_a_time,one_at_a_time::y1::3::claude-sonnet-5::003,y1::3,ai,claude,claude-sonnet-5,3,"original,rephrased",4,False,True,True,False,False
one_at_a_time,one_at_a_time::y1::3::claude-sonnet-5::004,y1::3,ai,claude,claude-sonnet-5,4,"original,rephrased",4,False,True,True,False,False
one_at_a_time,one_at_a_time::y1::3::claude-sonnet-5::005,y1::3,ai,claude,claude-sonnet-5,5,"original,rephrased",4,False,True,True,False,False
one_at_a_time,one_at_a_time::y1::3::gpt-5.5::001,y1::3,ai,gpt,gpt-5.5,1,"original,rephrased",4,False,True,False,False,True
one_at_a_time,one_at_a_time::y1::3::gpt-5.5::002,y1::3,ai,gpt,gpt-5.5,2,"original,rephrased",4,False,True,False,False,True
one_at_a_time,one_at_a_time::y1::3::gpt-5.5::003,y1::3,ai,gpt,gpt-5.5,3,"original,rephrased",4,False,True,False,False,True
one_at_a_time,one_at_a_time::y1::3::gpt-5.5::004,y1::3,ai,gpt,gpt-5.5,4,"original,rephrased",4,False,True,False,False,True
one_at_a_time,one_at_a_time::y1::3::gpt-5.5::005,y1::3,ai,gpt,gpt-5.5,5,"original,rephrased",4,False,True,False,False,True
one_at_a_time,one_at_a_time::y1::3::gemini-3.1-pro-preview::002,y1::3,ai,gemini,gemini-3.1-pro-preview,2,"original,rephrased",4,False,True,False,True,False
one_at_a_time,one_at_a_time::y1::3::gemini-3.1-pro-preview::003,y1::3,ai,gemini,gemini-3.1-pro-preview,3,"original,rephrased",4,False,True,False,True,False
one_at_a_time,one_at_a_time::y1::3::gemini-3.1-pro-preview::004,y1::3,ai,gemini,gemini-3.1-pro-preview,4,"original,rephrased",4,False,True,False,True,False
one_at_a_time,one_at_a_time::y1::3::gemini-3.1-pro-preview::005,y1::3,ai,gemini,gemini-3.1-pro-preview,5,"original,rephrased",4,False,True,False,True,False
one_at_a_time,y1::4::1::01,y1::4,human,human,human-y1,,"original,rephrased",4,True,False,False,False,False
one_at_a_time,y1::4::2::01,y1::4,human,human,human-y1,,"original,rephrased",4,True,False,False,False,False
one_at_a_time,y1::4::3::01,y1::4,human,human,human-y1,,"original,rephrased",4,True,False,False,False,False
one_at_a_time,y1::4::4::01,y1::4,human,human,human-y1,,"original,rephrased",4,True,False,False,False,False
one_at_a_time,one_at_a_time::y1::4::claude-sonnet-5::001,y1::4,ai,claude,claude-sonnet-5,1,"original,rephrased",4,False,True,True,False,False
one_at_a_time,one_at_a_time::y1::4::claude-sonnet-5::002,y1::4,ai,claude,claude-sonnet-5,2,"original,rephrased",4,False,True,True,False,False
one_at_a_time,one_at_a_time::y1::4::claude-sonnet-5::003,y1::4,ai,claude,claude-sonnet-5,3,"original,rephrased",4,False,True,True,False,False
one_at_a_time,one_at_a_time::y1::4::claude-sonnet-5::004,y1::4,ai,claude,claude-sonnet-5,4,"original,rephrased",4,False,True,True,False,False
one_at_a_time,one_at_a_time::y1::4::claude-sonnet-5::005,y1::4,ai,claude,claude-sonnet-5,5,"original,rephrased",4,False,True,True,False,False
one_at_a_time,one_at_a_time::y1::4::gpt-5.5::001,y1::4,ai,gpt,gpt-5.5,1,"original,rephrased",4,False,True,False,False,True
one_at_a_time,one_at_a_time::y1::4::gpt-5.5::002,y1::4,ai,gpt,gpt-5.5,2,"original,rephrased",4,False,True,False,False,True
one_at_a_time,one_at_a_time::y1::4::gpt-5.5::003,y1::4,ai,gpt,gpt-5.5,3,"original,rephrased",4,False,True,False,False,True
one_at_a_time,one_at_a_time::y1::4::gpt-5.5::004,y1::4,ai,gpt,gpt-5.5,4,"original,rephrased",4,False,True,False,False,True
one_at_a_time,one_at_a_time::y1::4::gpt-5.5::005,y1::4,ai,gpt,gpt-5.5,5,"original,rephrased",4,False,True,False,False,True
one_at_a_time,one_at_a_time::y1::4::gemini-3.1-pro-preview::001,y1::4,ai,gemini,gemini-3.1-pro-preview,1,"original,rephrased",4,False,True,False,True,False
one_at_a_time,one_at_a_time::y1::4::gemini-3.1-pro-preview::002,y1::4,ai,gemini,gemini-3.1-pro-preview,2,"original,rephrased",4,False,True,False,True,False
one_at_a_time,one_at_a_time::y1::4::gemini-3.1-pro-preview::004,y1::4,ai,gemini,gemini-3.1-pro-preview,4,"original,rephrased",4,False,True,False,True,False
one_at_a_time,one_at_a_time::y1::4::gemini-3.1-pro-preview::005,y1::4,ai,gemini,gemini-3.1-pro-preview,5,"original,rephrased",4,False,True,False,True,False
one_at_a_time,y1::5::1::01,y1::5,human,human,human-y1,,"original,rephrased",4,True,False,False,False,False
one_at_a_time,y1::5::2::01,y1::5,human,human,human-y1,,"original,rephrased",4,True,False,False,False,False
one_at_a_time,y1::5::3::01,y1::5,human,human,human-y1,,"original,rephrased",4,True,False,False,False,False
one_at_a_time,y1::5::4::01,y1::5,human,human,human-y1,,"original,rephrased",4,True,False,False,False,False
one_at_a_time,one_at_a_time::y1::5::claude-sonnet-5::001,y1::5,ai,claude,claude-sonnet-5,1,"original,rephrased",4,False,True,True,False,False
one_at_a_time,one_at_a_time::y1::5::claude-sonnet-5::002,y1::5,ai,claude,claude-sonnet-5,2,"original,rephrased",4,False,True,True,False,False
one_at_a_time,one_at_a_time::y1::5::claude-sonnet-5::003,y1::5,ai,claude,claude-sonnet-5,3,"original,rephrased",4,False,True,True,False,False
one_at_a_time,one_at_a_time::y1::5::claude-sonnet-5::004,y1::5,ai,claude,claude-sonnet-5,4,"original,rephrased",4,False,True,True,False,False
one_at_a_time,one_at_a_time::y1::5::claude-sonnet-5::005,y1::5,ai,claude,claude-sonnet-5,5,"original,rephrased",4,False,True,True,False,False
one_at_a_time,one_at_a_time::y1::5::gpt-5.5::001,y1::5,ai,gpt,gpt-5.5,1,"original,rephrased",4,False,True,False,False,True
one_at_a_time,one_at_a_time::y1::5::gpt-5.5::002,y1::5,ai,gpt,gpt-5.5,2,"original,rephrased",4,False,True,False,False,True
one_at_a_time,one_at_a_time::y1::5::gpt-5.5::003,y1::5,ai,gpt,gpt-5.5,3,"original,rephrased",4,False,True,False,False,True
one_at_a_time,one_at_a_time::y1::5::gpt-5.5::004,y1::5,ai,gpt,gpt-5.5,4,"original,rephrased",4,False,True,False,False,True
one_at_a_time,one_at_a_time::y1::5::gpt-5.5::005,y1::5,ai,gpt,gpt-5.5,5,"original,rephrased",4,False,True,False,False,True
one_at_a_time,one_at_a_time::y1::5::gemini-3.1-pro-preview::001,y1::5,ai,gemini,gemini-3.1-pro-preview,1,"original,rephrased",4,False,True,False,True,False
one_at_a_time,one_at_a_time::y1::5::gemini-3.1-pro-preview::002,y1::5,ai,gemini,gemini-3.1-pro-preview,2,"original,rephrased",4,False,True,False,True,False
one_at_a_time,one_at_a_time::y1::5::gemini-3.1-pro-preview::003,y1::5,ai,gemini,gemini-3.1-pro-preview,3,"original,rephrased",4,False,True,False,True,False
one_at_a_time,one_at_a_time::y1::5::gemini-3.1-pro-preview::004,y1::5,ai,gemini,gemini-3.1-pro-preview,4,"original,rephrased",4,False,True,False,True,False
one_at_a_time,one_at_a_time::y1::5::gemini-3.1-pro-preview::005,y1::5,ai,gemini,gemini-3.1-pro-preview,5,"original,rephrased",4,False,True,False,True,False
one_at_a_time,y1::6::1::01,y1::6,human,human,human-y1,,"original,rephrased",4,True,False,False,False,False
one_at_a_time,y1::6::2::01,y1::6,human,human,human-y1,,"original,rephrased",4,True,False,False,False,False
one_at_a_time,y1::6::3::01,y1::6,human,human,human-y1,,"original,rephrased",4,True,False,False,False,False
one_at_a_time,y1::6::4::01,y1::6,human,human,human-y1,,"original,rephrased",4,True,False,False,False,False
one_at_a_time,one_at_a_time::y1::6::claude-sonnet-5::001,y1::6,ai,claude,claude-sonnet-5,1,"original,rephrased",4,False,True,True,False,False
one_at_a_time,one_at_a_time::y1::6::claude-sonnet-5::002,y1::6,ai,claude,claude-sonnet-5,2,"original,rephrased",4,False,True,True,False,False
one_at_a_time,one_at_a_time::y1::6::claude-sonnet-5::003,y1::6,ai,claude,claude-sonnet-5,3,"original,rephrased",4,False,True,True,False,False
one_at_a_time,one_at_a_time::y1::6::claude-sonnet-5::004,y1::6,ai,claude,claude-sonnet-5,4,"original,rephrased",4,False,True,True,False,False
one_at_a_time,one_at_a_time::y1::6::claude-sonnet-5::005,y1::6,ai,claude,claude-sonnet-5,5,"original,rephrased",4,False,True,True,False,False
one_at_a_time,one_at_a_time::y1::6::gpt-5.5::001,y1::6,ai,gpt,gpt-5.5,1,"original,rephrased",4,False,True,False,False,True
one_at_a_time,one_at_a_time::y1::6::gpt-5.5::002,y1::6,ai,gpt,gpt-5.5,2,"original,rephrased",4,False,True,False,False,True
one_at_a_time,one_at_a_time::y1::6::gpt-5.5::003,y1::6,ai,gpt,gpt-5.5,3,"original,rephrased",4,False,True,False,False,True
one_at_a_time,one_at_a_time::y1::6::gpt-5.5::004,y1::6,ai,gpt,gpt-5.5,4,"original,rephrased",4,False,True,False,False,True
one_at_a_time,one_at_a_time::y1::6::gpt-5.5::005,y1::6,ai,gpt,gpt-5.5,5,"original,rephrased",4,False,True,False,False,True
one_at_a_time,one_at_a_time::y1::6::gemini-3.1-pro-preview::001,y1::6,ai,gemini,gemini-3.1-pro-preview,1,"original,rephrased",4,False,True,False,True,False
one_at_a_time,one_at_a_time::y1::6::gemini-3.1-pro-preview::002,y1::6,ai,gemini,gemini-3.1-pro-preview,2,"original,rephrased",4,False,True,False,True,False
one_at_a_time,one_at_a_time::y1::6::gemini-3.1-pro-preview::003,y1::6,ai,gemini,gemini-3.1-pro-preview,3,"original,rephrased",4,False,True,False,True,False
one_at_a_time,one_at_a_time::y1::6::gemini-3.1-pro-preview::004,y1::6,ai,gemini,gemini-3.1-pro-preview,4,"original,rephrased",4,False,True,False,True,False
one_at_a_time,one_at_a_time::y1::6::gemini-3.1-pro-preview::005,y1::6,ai,gemini,gemini-3.1-pro-preview,5,"original,rephrased",4,False,True,False,True,False
one_at_a_time,y1::7::1::01,y1::7,human,human,human-y1,,"original,rephrased",4,True,False,False,False,False
one_at_a_time,y1::7::2::01,y1::7,human,human,human-y1,,"original,rephrased",4,True,False,False,False,False
one_at_a_time,y1::7::3::01,y1::7,human,human,human-y1,,"original,rephrased",4,True,False,False,False,False
one_at_a_time,y1::7::4::01,y1::7,human,human,human-y1,,"original,rephrased",4,True,False,False,False,False
one_at_a_time,one_at_a_time::y1::7::claude-sonnet-5::001,y1::7,ai,claude,claude-sonnet-5,1,"original,rephrased",4,False,True,True,False,False
one_at_a_time,one_at_a_time::y1::7::claude-sonnet-5::002,y1::7,ai,claude,claude-sonnet-5,2,"original,rephrased",4,False,True,True,False,False
one_at_a_time,one_at_a_time::y1::7::claude-sonnet-5::003,y1::7,ai,claude,claude-sonnet-5,3,"original,rephrased",4,False,True,True,False,False
one_at_a_time,one_at_a_time::y1::7::claude-sonnet-5::004,y1::7,ai,claude,claude-sonnet-5,4,"original,rephrased",4,False,True,True,False,False
one_at_a_time,one_at_a_time::y1::7::claude-sonnet-5::005,y1::7,ai,claude,claude-sonnet-5,5,"original,rephrased",4,False,True,True,False,False
one_at_a_time,one_at_a_time::y1::7::gpt-5.5::001,y1::7,ai,gpt,gpt-5.5,1,"original,rephrased",4,False,True,False,False,True
one_at_a_time,one_at_a_time::y1::7::gpt-5.5::002,y1::7,ai,gpt,gpt-5.5,2,"original,rephrased",4,False,True,False,False,True
one_at_a_time,one_at_a_time::y1::7::gpt-5.5::003,y1::7,ai,gpt,gpt-5.5,3,"original,rephrased",4,False,True,False,False,True
one_at_a_time,one_at_a_time::y1::7::gpt-5.5::004,y1::7,ai,gpt,gpt-5.5,4,"original,rephrased",4,False,True,False,False,True
one_at_a_time,one_at_a_time::y1::7::gpt-5.5::005,y1::7,ai,gpt,gpt-5.5,5,"original,rephrased",4,False,True,False,False,True
one_at_a_time,one_at_a_time::y1::7::gemini-3.1-pro-preview::004,y1::7,ai,gemini,gemini-3.1-pro-preview,4,"original,rephrased",4,False,True,False,True,False
one_at_a_time,one_at_a_time::y1::7::gemini-3.1-pro-preview::005,y1::7,ai,gemini,gemini-3.1-pro-preview,5,"original,rephrased",4,False,True,False,True,False
one_at_a_time,y1::8::1::01,y1::8,human,human,human-y1,,"original,rephrased",5,True,False,False,False,False
one_at_a_time,y1::8::2::01,y1::8,human,human,human-y1,,"original,rephrased",5,True,False,False,False,False
one_at_a_time,y1::8::3::01,y1::8,human,human,human-y1,,"original,rephrased",5,True,False,False,False,False
one_at_a_time,y1::8::4::01,y1::8,human,human,human-y1,,"original,rephrased",5,True,False,False,False,False
one_at_a_time,y1::8::5::01,y1::8,human,human,human-y1,,"original,rephrased",5,True,False,False,False,False
one_at_a_time,one_at_a_time::y1::8::claude-sonnet-5::001,y1::8,ai,claude,claude-sonnet-5,1,"original,rephrased",5,False,True,True,False,False
one_at_a_time,one_at_a_time::y1::8::claude-sonnet-5::002,y1::8,ai,claude,claude-sonnet-5,2,"original,rephrased",5,False,True,True,False,False
one_at_a_time,one_at_a_time::y1::8::claude-sonnet-5::003,y1::8,ai,claude,claude-sonnet-5,3,"original,rephrased",5,False,True,True,False,False
one_at_a_time,one_at_a_time::y1::8::claude-sonnet-5::004,y1::8,ai,claude,claude-sonnet-5,4,"original,rephrased",5,False,True,True,False,False
one_at_a_time,one_at_a_time::y1::8::claude-sonnet-5::005,y1::8,ai,claude,claude-sonnet-5,5,"original,rephrased",5,False,True,True,False,False
one_at_a_time,one_at_a_time::y1::8::gpt-5.5::001,y1::8,ai,gpt,gpt-5.5,1,"original,rephrased",5,False,True,False,False,True
one_at_a_time,one_at_a_time::y1::8::gpt-5.5::002,y1::8,ai,gpt,gpt-5.5,2,"original,rephrased",5,False,True,False,False,True
one_at_a_time,one_at_a_time::y1::8::gpt-5.5::003,y1::8,ai,gpt,gpt-5.5,3,"original,rephrased",5,False,True,False,False,True
