article_idx,pmid,dominant_topic,topic_prob_0,topic_prob_1,topic_prob_2,topic_prob_3,topic_prob_4,topic_prob_5,topic_prob_6,topic_prob_7,topic_prob_8,topic_prob_9,topic_prob_10,topic_prob_11,topic_prob_12,topic_prob_13,topic_prob_14
41,24240682,1,0.0009218930499628186,0.37454891204833984,0.0884123295545578,0.31119298934936523,0.0009218582417815924,0.0009217147016897798,0.0009217984625138342,0.0009217726183123887,0.0009217503247782588,0.0009217835031449795,0.0009217900224030018,0.0009217376937158406,0.2157062441110611,0.0009217181359417737,0.0009217166807502508
42,25314118,13,0.0009052169625647366,0.0009050535154528916,0.0009051228407770395,0.0009050281369127333,0.0009050575317814946,0.0009050657972693443,0.0009051764500327408,0.2695474624633789,0.0009051404194906354,0.0009051304659806192,0.0009050940279848874,0.3470568358898163,0.0009050837252289057,0.37253448367118835,0.000905043154489249
43,25299187,11,0.0013795678969472647,0.0013795342529192567,0.04745194688439369,0.0013794935075566173,0.3120114803314209,0.0013798471773043275,0.10328197479248047,0.0013798086438328028,0.1570633053779602,0.0013797006104141474,0.0013796670828014612,0.3663952648639679,0.0013795153936371207,0.0013794483384117484,0.0013794349506497383
44,25339948,1,0.0009218095801770687,0.5267437100410461,0.0009218801278620958,0.0009219160419888794,0.20368127524852753,0.0009219077765010297,0.0009220575448125601,0.0009218717459589243,0.000921820173971355,0.20867474377155304,0.0009219204657711089,0.05075959488749504,0.0009218911873176694,0.0009218002087436616,0.000921784492675215
45,25339904,4,0.0009480809676460922,0.033959582448005676,0.0009479605942033231,0.0009479833533987403,0.6303693652153015,0.09881516546010971,0.22642743587493896,0.0009480594890192151,0.0009480230510234833,0.0009480344597250223,0.0009481674060225487,0.000948085100390017,0.0009481384186074138,0.0009479689761064947,0.0009479609434492886
46,25324833,0,0.25236403942108154,0.0008735361625440419,0.08197997510433197,0.0008734517032280564,0.11598046869039536,0.0008735114824958146,0.0008736001909710467,0.0008734918665140867,0.015226132236421108,0.0997946634888649,0.0008735711453482509,0.23649293184280396,0.19117365777492523,0.0008735198061913252,0.0008734408183954656
47,25275514,7,0.0006970342947170138,0.0006969445967115462,0.000696977018378675,0.10214871168136597,0.10140974819660187,0.33225005865097046,0.08794029802083969,0.36928120255470276,0.0006969758542254567,0.0006971012917347252,0.0006970022805035114,0.0006970858667045832,0.0006969475653022528,0.000696973642334342,0.0006969253299757838
48,28324382,6,0.1791210025548935,0.0013607117580249906,0.00136093539185822,0.0013608681038022041,0.0013607545988634229,0.24523645639419556,0.5400919914245605,0.0013607435394078493,0.0013610526220872998,0.0013607278233394027,0.020581737160682678,0.0013606875436380506,0.0013609942980110645,0.0013607051223516464,0.0013606473803520203
49,25324861,4,0.0007549159927293658,0.03954871743917465,0.09905674308538437,0.17178919911384583,0.3403517007827759,0.0007548820576630533,0.0007549900910817087,0.0007548799039795995,0.09243208169937134,0.000754869426600635,0.2500271201133728,0.0007549475412815809,0.0007549042347818613,0.0007552293827757239,0.0007548160501755774
50,24429583,13,0.06854767352342606,0.0008440534584224224,0.0008439654484391212,0.0008440504898317158,0.0008441284880973399,0.0008441201644018292,0.03560955077409744,0.1617581695318222,0.0008440248784609139,0.0008440701058134437,0.11442882567644119,0.1182067021727562,0.000844051712192595,0.4938526451587677,0.0008439667872153223
