proposal_uid,source_type,source_group,lda_topic,lda_topic_prob_0,lda_topic_prob_1,lda_topic_prob_2,lda_topic_prob_3,lda_topic_prob_4
baseline::claude-opus-4-5::21,ai,Claude,3,0.002318256613808791,0.002303439064432092,0.002303520897038594,0.9907546870075411,0.002320096417179372
baseline::claude-opus-4-5::22,ai,Claude,4,0.0021249611366969366,0.3016398902751254,0.0021202881698898406,0.002138039800310419,0.6919768206179774
baseline::claude-opus-4-5::23,ai,Claude,4,0.002076190461726421,0.0020767254155535323,0.0020749829083124786,0.0020900481411134505,0.9916820530732942
baseline::gpt-5.2::01,ai,GPT,3,0.0019005671228318063,0.2330129246212698,0.0018781332692906461,0.5387499205629188,0.22445845442368895
baseline::gpt-5.2::02,ai,GPT,0,0.9914656344775836,0.002142909808289343,0.002130379698659137,0.0021477862852601766,0.0021132897302076985
baseline::gpt-5.2::03,ai,GPT,3,0.028424404589162955,0.3206544698231465,0.001831395363249147,0.6472544318399428,0.0018352983844986375
baseline::gpt-5.2::04,ai,GPT,4,0.002145076888741355,0.0021346212731709734,0.0021495923724886086,0.0021463869828603696,0.9914243224827387
baseline::gpt-5.2::05,ai,GPT,1,0.0023896424494585762,0.9903895456095076,0.0023935691345645153,0.0024327777618356862,0.002394465044633621
baseline::gpt-5.2::06,ai,GPT,3,0.0020604412800477325,0.002096465155390245,0.002064403244819439,0.9917090459067924,0.002069644412950183
baseline::gpt-5.2::07,ai,GPT,4,0.2111370634355218,0.002050724501765407,0.0020263931430155716,0.002048924317947193,0.78273689460175
baseline::gpt-5.2::08,ai,GPT,0,0.6897970573450877,0.0025258500134809495,0.0025139293975724544,0.3026519196798439,0.0025112435640150554
baseline::gpt-5.2::09,ai,GPT,1,0.002063687809535165,0.9917641422629995,0.0020512715549572433,0.0020637474172284756,0.002057150955279574
baseline::gpt-5.2::10,ai,GPT,3,0.002069441542144056,0.41461301352735747,0.03817933872673145,0.5430690851736675,0.0020691210300994474
baseline::gpt-5.2::11,ai,GPT,1,0.0020882423445285165,0.9916028889588897,0.002100163915786253,0.002109728351326313,0.002098976429469185
baseline::gpt-5.2::12,ai,GPT,3,0.0023110289252434896,0.0023285296040900538,0.002312801821824765,0.9907450330059868,0.002302606642854801
baseline::gpt-5.2::13,ai,GPT,3,0.00230876676245534,0.002337543550953706,0.0023252985144323595,0.9906998527325432,0.002328538439615449
baseline::gpt-5.2::14,ai,GPT,3,0.002365923220565357,0.0023738411461940766,0.0023575641413447327,0.9905412580593725,0.002361413432523349
baseline::gpt-5.2::15,ai,GPT,1,0.0019249233046021604,0.9923087708917024,0.0019148960723228256,0.0019393133964216084,0.0019120963349510984
baseline::gpt-5.2::16,ai,GPT,3,0.0022656090747657305,0.3003369298253215,0.0022923391429496174,0.5098837109902948,0.18522141096666847
baseline::gpt-5.2::17,ai,GPT,3,0.0020451650503130374,0.19732662547904525,0.002029460587045302,0.7965580951052844,0.002040653778312076
baseline::gpt-5.2::18,ai,GPT,1,0.002573864991632275,0.9896996364834262,0.002567559033405252,0.002588371588812396,0.0025705679027238347
baseline::gpt-5.2::19,ai,GPT,3,0.0020919694980170516,0.11244390610003986,0.002081723783120288,0.8812675832699357,0.0021148173488871325
baseline::gpt-5.2::20,ai,GPT,1,0.001954610143991244,0.9922082264968096,0.0019393123927299947,0.001959876081231848,0.0019379748852372716
baseline::gpt-5.2::21,ai,GPT,1,0.002099031730470632,0.5018810701716907,0.002111726169809404,0.002113364839872882,0.49179480708815626
baseline::gpt-5.2::22,ai,GPT,3,0.0020764653414534397,0.0020904843134856156,0.002057187796614436,0.9917215134600106,0.0020543490884359166
baseline::gpt-5.2::23,ai,GPT,2,0.0019508025783157078,0.001959621512100575,0.992212306619937,0.0019440046219697058,0.001933264667677031
baseline::gemini-3-pro-preview::01,ai,Gemini,3,0.0026325587479757695,0.002649986364084253,0.002603631098682566,0.9894878291573171,0.0026259946319401994
baseline::gemini-3-pro-preview::02,ai,Gemini,2,0.002040591258651873,0.0020203690748665775,0.9918417520687325,0.0020439429181319238,0.002053344679617178
baseline::gemini-3-pro-preview::03,ai,Gemini,3,0.0026282939877781686,0.002636782764832156,0.0026534807079357657,0.9894484016094072,0.002633040930046664
baseline::gemini-3-pro-preview::04,ai,Gemini,3,0.25365250569503645,0.0019849827123025253,0.0019946713968401397,0.7403960687927473,0.0019717714030735045
baseline::gemini-3-pro-preview::05,ai,Gemini,3,0.04068594579155973,0.0019795513600639196,0.001987104418276026,0.9533763576244624,0.001971040805637953
baseline::gemini-3-pro-preview::06,ai,Gemini,3,0.0023559958541159,0.002358170006791141,0.0023552713840140705,0.9905776787769859,0.0023528839780929955
baseline::gemini-3-pro-preview::07,ai,Gemini,3,0.002189376275122157,0.0021822886345798224,0.0021815197458072044,0.9912676368746944,0.002179178469796446
baseline::gemini-3-pro-preview::08,ai,Gemini,3,0.0019727146873259873,0.001955265038308207,0.001957085381288448,0.9921618214367268,0.0019531134563505993
baseline::gemini-3-pro-preview::09,ai,Gemini,3,0.0019627062535193503,0.0019465977297332723,0.0019512407048904857,0.9921783856508665,0.00196106966099033
baseline::gemini-3-pro-preview::10,ai,Gemini,3,0.0021816903218734663,0.002168419048639698,0.002207101915607575,0.9912524671341172,0.0021903215797621275
baseline::gemini-3-pro-preview::11,ai,Gemini,3,0.0025082589842884448,0.0025366282188059165,0.0025214271973953454,0.9899150504493562,0.0025186351501539383
baseline::gemini-3-pro-preview::12,ai,Gemini,2,0.002101004196097815,0.0021011591110031425,0.596545437543087,0.3971607252331148,0.002091673916697307
baseline::gemini-3-pro-preview::13,ai,Gemini,3,0.3597106014650434,0.00218098603261101,0.0022099360148052265,0.633685057265435,0.0022134192221052967
baseline::gemini-3-pro-preview::14,ai,Gemini,3,0.0028322575064767042,0.0028434834942104663,0.002822618970780814,0.9886366070284582,0.002865033000073759
baseline::gemini-3-pro-preview::15,ai,Gemini,3,0.0026947143161926423,0.0026678373553567576,0.0026874713649729797,0.9892875924566321,0.0026623845068455164
baseline::gemini-3-pro-preview::16,ai,Gemini,0,0.9926430909700656,0.0018380785120072998,0.0018380224132084982,0.0018460349611744442,0.0018347731435442664
baseline::gemini-3-pro-preview::17,ai,Gemini,3,0.002066852851146171,0.0020820020279577046,0.00208170033852606,0.9917005240811414,0.002068920701228571
baseline::gemini-3-pro-preview::18,ai,Gemini,3,0.1814042846844338,0.0021503265866747437,0.00211339147489404,0.8122153030262005,0.0021166942277969516
baseline::gemini-3-pro-preview::19,ai,Gemini,3,0.0021457610075457842,0.00215481115011856,0.002146655973011396,0.9914046054316676,0.0021481664376565325
baseline::gemini-3-pro-preview::20,ai,Gemini,4,0.0020542232113395092,0.0020479116756851145,0.002050496055383834,0.0020549432241028704,0.9917924258334887
baseline::gemini-3-pro-preview::21,ai,Gemini,3,0.10803091510589735,0.002216243385158989,0.0022047941964638707,0.8853250419952955,0.002223005317184352
baseline::gemini-3-pro-preview::22,ai,Gemini,0,0.9916695685904755,0.002081692847902742,0.0020791595457287774,0.002094621555765791,0.0020749574601270295
baseline::gemini-3-pro-preview::23,ai,Gemini,0,0.9916726176349829,0.002087453852307049,0.0020682216852638824,0.0020991789405042593,0.002072527886941908
