condition,comparison,comparison_label,metric,metric_class,subset_label,n_proposals,human_metric_mean,ai_metric_mean,effect_human_minus_ai_mean,effect_human_minus_ai_median,ai_to_human_ratio_mean,wilcoxon_statistic,p_value,paired_rank_biserial
one_at_a_time,claude,Claude,remote_clique,compatibility,human_n_gte_3,22,0.03463639571811213,0.011755945465781474,0.022880450252330667,0.022992215553919473,0.33941018463517647,0.0,4.76837158203125e-07,1.0
one_at_a_time,claude,Claude,span90,exploratory,human_n_gte_3,22,0.01601153067815776,0.00506105081151882,0.010950479866638933,0.011294494816057671,0.3160878814929848,0.0,4.76837158203125e-07,1.0
one_at_a_time,claude,Claude,sparseness,exploratory,human_n_gte_3,22,0.012672461732246277,0.004301806702820393,0.008370655029425885,0.008343920246218856,0.33946101347254726,0.0,4.76837158203125e-07,1.0
one_at_a_time,gemini,Gemini,centroid_loo,exploratory,human_n_gte_3,22,0.0241060562107039,0.01101488405501795,0.013091172155685955,0.01290049981709963,0.4569343055844602,0.0,4.76837158203125e-07,1.0
one_at_a_time,gemini,Gemini,global_centroid_dist,exploratory,human_n_gte_3,22,0.012672461732246277,0.005869767135782458,0.006802694596463818,0.006655541131033521,0.46319075644523594,0.0,4.76837158203125e-07,1.0
one_at_a_time,gemini,Gemini,mean_pairwise,confirmatory,human_n_gte_3,22,0.03463639571811213,0.016002816503698176,0.01863357921441396,0.018861557046572365,0.46202314565109187,0.0,4.76837158203125e-07,1.0
one_at_a_time,gemini,Gemini,medoid_dist,exploratory,human_n_gte_3,22,0.021878241725040205,0.01044786170576558,0.011430380019274626,0.011181808014710744,0.4775457661118963,0.0,4.76837158203125e-07,1.0
one_at_a_time,gemini,Gemini,mst_dispersion,exploratory,human_n_gte_3,22,0.029188995108459934,0.014107792576154072,0.015081202532305861,0.01506736030181249,0.48332573710511767,0.0,4.76837158203125e-07,1.0
one_at_a_time,gemini,Gemini,nn,confirmatory,human_n_gte_3,22,0.027515508686051224,0.013663419268348,0.013852089417703224,0.013672993083794912,0.49657156712042055,0.0,4.76837158203125e-07,1.0
one_at_a_time,gemini,Gemini,remote_clique,compatibility,human_n_gte_3,22,0.03463639571811213,0.016002816503698176,0.01863357921441396,0.018861557046572365,0.46202314565109187,0.0,4.76837158203125e-07,1.0
one_at_a_time,gemini,Gemini,span90,exploratory,human_n_gte_3,22,0.01601153067815776,0.006990080914626559,0.009021449763531197,0.009407565205986622,0.4365654386911382,1.0,9.5367431640625e-07,0.9090909090909091
one_at_a_time,gemini,Gemini,sparseness,exploratory,human_n_gte_3,22,0.012672461732246277,0.005869767135782458,0.006802694596463818,0.006655541131033521,0.46319075644523594,0.0,4.76837158203125e-07,1.0
one_at_a_time,gpt,GPT,centroid_loo,exploratory,human_n_gte_3,22,0.0241060562107039,0.006240881053905827,0.017865175156798082,0.016667328836748325,0.25889266163474167,0.0,4.76837158203125e-07,1.0
one_at_a_time,gpt,GPT,global_centroid_dist,exploratory,human_n_gte_3,22,0.012672461732246277,0.003304733406409161,0.009367728325837115,0.008477428874012524,0.2607806972500027,0.0,4.76837158203125e-07,1.0
one_at_a_time,gpt,GPT,mean_pairwise,confirmatory,human_n_gte_3,22,0.03463639571811213,0.009051186659119347,0.025585209058992787,0.02343842089176178,0.2613201076919872,0.0,4.76837158203125e-07,1.0
one_at_a_time,gpt,GPT,medoid_dist,exploratory,human_n_gte_3,22,0.021878241725040205,0.006000591408122669,0.01587765031691753,0.013891447087128958,0.27427210483988934,0.0,4.76837158203125e-07,1.0
one_at_a_time,gpt,GPT,mst_dispersion,exploratory,human_n_gte_3,22,0.029188995108459934,0.008104476919679929,0.021084518188780006,0.0196341668566068,0.2776552220987897,0.0,4.76837158203125e-07,1.0
one_at_a_time,gpt,GPT,nn,confirmatory,human_n_gte_3,22,0.027515508686051224,0.007859697712190224,0.019655810973861,0.01779463589191437,0.28564609878263447,0.0,4.76837158203125e-07,1.0
one_at_a_time,gpt,GPT,remote_clique,compatibility,human_n_gte_3,22,0.03463639571811213,0.009051186659119347,0.025585209058992787,0.02343842089176178,0.2613201076919872,0.0,4.76837158203125e-07,1.0
one_at_a_time,gpt,GPT,span90,exploratory,human_n_gte_3,22,0.01601153067815776,0.0038010779952785023,0.012210452682879253,0.011598400283362597,0.2373962909407387,0.0,4.76837158203125e-07,1.0
one_at_a_time,gpt,GPT,sparseness,exploratory,human_n_gte_3,22,0.012672461732246277,0.003304733406409161,0.009367728325837115,0.008477428874012524,0.2607806972500027,0.0,4.76837158203125e-07,1.0
persona,all_ai,All AI,centroid_loo,exploratory,all_proposals,23,0.02421417762347041,0.015102777456919785,0.009111400166550635,0.007854391528714833,0.6237163075189845,0.0,2.384185791015625e-07,1.0
persona,all_ai,All AI,global_centroid_dist,exploratory,all_proposals,23,0.012411505160537278,0.007694424752377096,0.004717080408160182,0.004148846658487321,0.6199429201255727,0.0,2.384185791015625e-07,1.0
persona,all_ai,All AI,mean_pairwise,confirmatory,all_proposals,23,0.03428666816241499,0.021365353113375837,0.012921315049039157,0.01095204126267206,0.6231387958774167,0.0,2.384185791015625e-07,1.0
persona,all_ai,All AI,medoid_dist,exploratory,all_proposals,23,0.021505117329998293,0.013278138739071433,0.008226978590926859,0.007044783136346839,0.6174408879206281,0.0,2.384185791015625e-07,1.0
persona,all_ai,All AI,mst_dispersion,exploratory,all_proposals,23,0.029076113217118855,0.01771925410224894,0.011356859114869921,0.010567174704520257,0.6094093103137509,0.0,2.384185791015625e-07,1.0
persona,all_ai,All AI,nn,confirmatory,all_proposals,23,0.027475385994151016,0.016350779923026925,0.01112460607112409,0.00967327391271626,0.5951064682588151,0.0,2.384185791015625e-07,1.0
persona,all_ai,All AI,remote_clique,compatibility,all_proposals,23,0.03428666816241499,0.021365353113375837,0.012921315049039157,0.01095204126267206,0.6231387958774167,0.0,2.384185791015625e-07,1.0
persona,all_ai,All AI,span90,exploratory,all_proposals,23,0.015605397280778872,0.009654434882524461,0.005950962398254407,0.005990083130658821,0.6186599872350449,10.0,1.0251998901367188e-05,0.7391304347826086
persona,all_ai,All AI,sparseness,exploratory,all_proposals,23,0.012411505160537278,0.007694424752377096,0.004717080408160182,0.004148846658487321,0.6199429201255727,0.0,2.384185791015625e-07,1.0
persona,claude,Claude,centroid_loo,exploratory,all_proposals,23,0.02421417762347041,0.009903687092812903,0.014310490530657513,0.014220018137057328,0.4090036526044733,0.0,2.384185791015625e-07,1.0
persona,claude,Claude,global_centroid_dist,exploratory,all_proposals,23,0.012411505160537278,0.005122668191058839,0.0072888369694784376,0.00680688245397227,0.41273545188914745,0.0,2.384185791015625e-07,1.0
persona,claude,Claude,mean_pairwise,confirmatory,all_proposals,23,0.03428666816241499,0.01414668819178706,0.020139979970627938,0.020256958405176797,0.4126002598086986,0.0,2.384185791015625e-07,1.0
persona,claude,Claude,medoid_dist,exploratory,all_proposals,23,0.021505117329998293,0.009282300524089647,0.012222816805908645,0.010424617926279705,0.4316321730149976,0.0,2.384185791015625e-07,1.0
persona,claude,Claude,mst_dispersion,exploratory,all_proposals,23,0.029076113217118855,0.012659187722897185,0.016416925494221673,0.014814251661300659,0.4353810163128668,0.0,2.384185791015625e-07,1.0
persona,claude,Claude,nn,confirmatory,all_proposals,23,0.027475385994151016,0.012291908307351926,0.015183477686799092,0.013672335942586262,0.4473789125280583,0.0,2.384185791015625e-07,1.0
persona,claude,Claude,remote_clique,compatibility,all_proposals,23,0.03428666816241499,0.01414668819178706,0.020139979970627938,0.020256958405176797,0.4126002598086986,0.0,2.384185791015625e-07,1.0
persona,claude,Claude,span90,exploratory,all_proposals,23,0.015605397280778872,0.005941278220619217,0.00966411906015965,0.00956071602748992,0.3807194468504223,0.0,2.384185791015625e-07,1.0
persona,claude,Claude,sparseness,exploratory,all_proposals,23,0.012411505160537278,0.005122668191058839,0.0072888369694784376,0.00680688245397227,0.41273545188914745,0.0,2.384185791015625e-07,1.0
persona,gemini,Gemini,centroid_loo,exploratory,all_proposals,23,0.02421417762347041,0.011827774437518108,0.012386403185952312,0.011144527215292226,0.48846484160806836,0.0,2.384185791015625e-07,1.0
persona,gemini,Gemini,global_centroid_dist,exploratory,all_proposals,23,0.012411505160537278,0.0060514854539818535,0.006360019706555423,0.006087397269654468,0.48757063512511906,0.0,2.384185791015625e-07,1.0
persona,gemini,Gemini,mean_pairwise,confirmatory,all_proposals,23,0.03428666816241499,0.016789526783901713,0.01749714137851328,0.0165217916170756,0.4896809075868846,0.0,2.384185791015625e-07,1.0
persona,gemini,Gemini,medoid_dist,exploratory,all_proposals,23,0.021505117329998293,0.010972098250319992,0.010533019079678302,0.010027855634689331,0.5102087136727499,0.0,2.384185791015625e-07,1.0
persona,gemini,Gemini,mst_dispersion,exploratory,all_proposals,23,0.029076113217118855,0.014957934186078502,0.014118179031040358,0.013702086607615151,0.514440636352725,0.0,2.384185791015625e-07,1.0
persona,gemini,Gemini,nn,confirmatory,all_proposals,23,0.027475385994151016,0.014430575137553008,0.013044810856598013,0.012974071502685546,0.52521828594601,0.0,2.384185791015625e-07,1.0
persona,gemini,Gemini,remote_clique,compatibility,all_proposals,23,0.03428666816241499,0.016789526783901713,0.01749714137851328,0.0165217916170756,0.4896809075868846,0.0,2.384185791015625e-07,1.0
persona,gemini,Gemini,span90,exploratory,all_proposals,23,0.015605397280778872,0.006992095349777417,0.00861330193100145,0.008313527102807885,0.44805622208603196,0.0,2.384185791015625e-07,1.0
persona,gemini,Gemini,sparseness,exploratory,all_proposals,23,0.012411505160537278,0.0060514854539818535,0.006360019706555423,0.006087397269654468,0.48757063512511906,0.0,2.384185791015625e-07,1.0
persona,gpt,GPT,centroid_loo,exploratory,all_proposals,23,0.02421417762347041,0.006955827538481964,0.017258350084988456,0.015800225596960017,0.2872625965929891,0.0,2.384185791015625e-07,1.0
persona,gpt,GPT,global_centroid_dist,exploratory,all_proposals,23,0.012411505160537278,0.0035726885755262452,0.00883881658501103,0.008578500516995885,0.28785296620475226,0.0,2.384185791015625e-07,1.0
persona,gpt,GPT,mean_pairwise,confirmatory,all_proposals,23,0.03428666816241499,0.009901915166689002,0.02438475299572599,0.023105845848719275,0.28879782426755224,0.0,2.384185791015625e-07,1.0
persona,gpt,GPT,medoid_dist,exploratory,all_proposals,23,0.021505117329998293,0.0064868887265523275,0.015018228603445965,0.014207832018534343,0.30164395883130213,0.0,2.384185791015625e-07,1.0
persona,gpt,GPT,mst_dispersion,exploratory,all_proposals,23,0.029076113217118855,0.008890291314194167,0.02018582190292469,0.019125624497731527,0.30575927558845517,0.0,2.384185791015625e-07,1.0
persona,gpt,GPT,nn,confirmatory,all_proposals,23,0.027475385994151016,0.008617061117421025,0.018858324876729997,0.018013429641723634,0.31362839158130235,0.0,2.384185791015625e-07,1.0
persona,gpt,GPT,remote_clique,compatibility,all_proposals,23,0.03428666816241499,0.009901915166689002,0.02438475299572599,0.023105845848719275,0.28879782426755224,0.0,2.384185791015625e-07,1.0
persona,gpt,GPT,span90,exploratory,all_proposals,23,0.015605397280778872,0.0041804489552585995,0.011424948325520268,0.011418016081568156,0.2678848144678539,0.0,2.384185791015625e-07,1.0
persona,gpt,GPT,sparseness,exploratory,all_proposals,23,0.012411505160537278,0.0035726885755262452,0.00883881658501103,0.008578500516995885,0.28785296620475226,0.0,2.384185791015625e-07,1.0
persona,all_ai,All AI,centroid_loo,exploratory,human_n_gte_3,22,0.024106056340744527,0.0147267226087692,0.009379333731975333,0.008074531594223128,0.6109138052530727,0.0,4.76837158203125e-07,1.0
persona,all_ai,All AI,global_centroid_dist,exploratory,human_n_gte_3,22,0.012672461805456675,0.007777593616227421,0.004894868189229256,0.004277922425754559,0.613739755986358,0.0,4.76837158203125e-07,1.0
persona,all_ai,All AI,mean_pairwise,confirmatory,human_n_gte_3,22,0.03463639797586383,0.02127395863140816,0.013362439344455669,0.011289962416603452,0.6142081704406098,0.0,4.76837158203125e-07,1.0
persona,all_ai,All AI,medoid_dist,exploratory,human_n_gte_3,22,0.02187824511166775,0.013350417051832302,0.008527828059835445,0.0072843317911301785,0.6102142554711792,0.0,4.76837158203125e-07,1.0
persona,all_ai,All AI,mst_dispersion,exploratory,human_n_gte_3,22,0.029188999623963322,0.017462127847048224,0.011726871776915105,0.010743930040698348,0.5982434503412143,0.0,4.76837158203125e-07,1.0
persona,all_ai,All AI,nn,confirmatory,human_n_gte_3,22,0.027515512072678768,0.01603145029604339,0.011484061776635373,0.009910556422921763,0.5826331799204146,0.0,4.76837158203125e-07,1.0
persona,all_ai,All AI,remote_clique,compatibility,human_n_gte_3,22,0.03463639797586383,0.02127395863140816,0.013362439344455669,0.011289962416603452,0.6142081704406098,0.0,4.76837158203125e-07,1.0
persona,all_ai,All AI,span90,exploratory,human_n_gte_3,22,0.016011530840254706,0.009826695115926931,0.006184835724327769,0.006211145723357638,0.6137261461109993,8.0,1.1920928955078125e-05,0.7272727272727273
persona,all_ai,All AI,sparseness,exploratory,human_n_gte_3,22,0.012672461805456675,0.007777593616227421,0.004894868189229256,0.004277922425754559,0.613739755986358,0.0,4.76837158203125e-07,1.0
persona,claude,Claude,centroid_loo,exploratory,human_n_gte_3,22,0.024106056340744527,0.009818482107319757,0.014287574233424772,0.01406997544778955,0.4073035410078407,0.0,4.76837158203125e-07,1.0
persona,claude,Claude,global_centroid_dist,exploratory,human_n_gte_3,22,0.012672461805456675,0.005221469613081576,0.007450992192375099,0.0068389766569084635,0.4120327757336974,0.0,4.76837158203125e-07,1.0
persona,claude,Claude,mean_pairwise,confirmatory,human_n_gte_3,22,0.03463639797586383,0.01425433944572102,0.020382058530142813,0.020350513855616252,0.411542200654181,0.0,4.76837158203125e-07,1.0
persona,claude,Claude,medoid_dist,exploratory,human_n_gte_3,22,0.02187824511166775,0.009436533261429179,0.012441711850238568,0.01056417872508367,0.43132039216420703,0.0,4.76837158203125e-07,1.0
persona,claude,Claude,mst_dispersion,exploratory,human_n_gte_3,22,0.029188999623963322,0.012699225319154335,0.016489774304808993,0.014742950598398844,0.4350688780964127,0.0,4.76837158203125e-07,1.0
persona,claude,Claude,nn,confirmatory,human_n_gte_3,22,0.027515512072678768,0.012315251384720656,0.01520026068795811,0.013543652991453806,0.44757485712755285,0.0,4.76837158203125e-07,1.0
persona,claude,Claude,remote_clique,compatibility,human_n_gte_3,22,0.03463639797586383,0.01425433944572102,0.020382058530142813,0.020350513855616252,0.411542200654181,0.0,4.76837158203125e-07,1.0
persona,claude,Claude,span90,exploratory,human_n_gte_3,22,0.016011530840254706,0.006077289189440147,0.009934241650814553,0.009593308515280216,0.37955703611807,0.0,4.76837158203125e-07,1.0
persona,claude,Claude,sparseness,exploratory,human_n_gte_3,22,0.012672461805456675,0.005221469613081576,0.007450992192375099,0.0068389766569084635,0.4120327757336974,0.0,4.76837158203125e-07,1.0
persona,gemini,Gemini,centroid_loo,exploratory,human_n_gte_3,22,0.024106056340744527,0.011660462219319111,0.012445594121425419,0.011989581372777424,0.48371504880333205,0.0,4.76837158203125e-07,1.0
persona,gemini,Gemini,global_centroid_dist,exploratory,human_n_gte_3,22,0.012672461805456675,0.006149953472901215,0.00652250833255546,0.006138997318743504,0.48530061224986987,0.0,4.76837158203125e-07,1.0
persona,gemini,Gemini,mean_pairwise,confirmatory,human_n_gte_3,22,0.03463639797586383,0.016847744042223153,0.01778865393364068,0.017313657204310096,0.48641732474500976,0.0,4.76837158203125e-07,1.0
persona,gemini,Gemini,medoid_dist,exploratory,human_n_gte_3,22,0.02187824511166775,0.011118358463952037,0.010759886647715712,0.010225677490234375,0.5081924261842452,0.0,4.76837158203125e-07,1.0
persona,gemini,Gemini,mst_dispersion,exploratory,human_n_gte_3,22,0.029188999623963322,0.014932897235407977,0.014256102388555352,0.014101801315943399,0.5115933203530724,0.0,4.76837158203125e-07,1.0
persona,gemini,Gemini,nn,confirmatory,human_n_gte_3,22,0.027515512072678768,0.014381567321040413,0.013133944751638356,0.013150023420651753,0.5226712584179175,0.0,4.76837158203125e-07,1.0
persona,gemini,Gemini,remote_clique,compatibility,human_n_gte_3,22,0.03463639797586383,0.016847744042223153,0.01778865393364068,0.017313657204310096,0.48641732474500976,0.0,4.76837158203125e-07,1.0
persona,gemini,Gemini,span90,exploratory,human_n_gte_3,22,0.016011530840254706,0.007133318363960208,0.008878212476294493,0.008335377966794785,0.44551132775051594,0.0,4.76837158203125e-07,1.0
persona,gemini,Gemini,sparseness,exploratory,human_n_gte_3,22,0.012672461805456675,0.006149953472901215,0.00652250833255546,0.006138997318743504,0.48530061224986987,0.0,4.76837158203125e-07,1.0
persona,gpt,GPT,centroid_loo,exploratory,human_n_gte_3,22,0.024106056340744527,0.006760277849277684,0.01734577849146685,0.016166234962047693,0.2804389798862011,0.0,4.76837158203125e-07,1.0
persona,gpt,GPT,global_centroid_dist,exploratory,human_n_gte_3,22,0.012672461805456675,0.0036069640880199423,0.009065497717436734,0.008723769461284218,0.28463010134832745,0.0,4.76837158203125e-07,1.0
persona,gpt,GPT,mean_pairwise,confirmatory,human_n_gte_3,22,0.03463639797586383,0.009840273857116699,0.024796124118747133,0.023277777433395385,0.28410211315777806,0.0,4.76837158203125e-07,1.0
persona,gpt,GPT,medoid_dist,exploratory,human_n_gte_3,22,0.02187824511166775,0.006525883123730169,0.01535236198793758,0.014378300805886587,0.2982818361537549,0.0,4.76837158203125e-07,1.0
persona,gpt,GPT,mst_dispersion,exploratory,human_n_gte_3,22,0.029188999623963322,0.008782667102235736,0.02040633252172759,0.019585266212622326,0.30088962333006514,0.0,4.76837158203125e-07,1.0
persona,gpt,GPT,nn,confirmatory,human_n_gte_3,22,0.027515512072678768,0.008497017351063814,0.019018494721614956,0.018393759429454804,0.3088082579971621,0.0,4.76837158203125e-07,1.0
persona,gpt,GPT,remote_clique,compatibility,human_n_gte_3,22,0.03463639797586383,0.009840273857116699,0.024796124118747133,0.023277777433395385,0.28410211315777806,0.0,4.76837158203125e-07,1.0
persona,gpt,GPT,span90,exploratory,human_n_gte_3,22,0.016011530840254706,0.004242349939558309,0.011769180900696391,0.011575940707940546,0.26495592344565744,0.0,4.76837158203125e-07,1.0
persona,gpt,GPT,sparseness,exploratory,human_n_gte_3,22,0.012672461805456675,0.0036069640880199423,0.009065497717436734,0.008723769461284218,0.28463010134832745,0.0,4.76837158203125e-07,1.0
