metric,n_group1,n_group2,u_stat,p_value,cliffs_delta,delta_magnitude,group1,group2,mean_group1,mean_group2,q_value
Novelty_and_Significance,12,23,57.5,6.792258256604607e-05,-0.5833333333333334,large,human-y1,gemini-3-pro-preview,4.0,4.333333333333331,0.00033961291283023034
Novelty_and_Significance,12,23,52.5,0.00011872841922271747,-0.6195652173913043,large,human-y1,gpt-5.2,4.0,4.362318840579709,0.00039576139740905825
Novelty_and_Significance,11,23,80.5,0.0026981908058079595,-0.36363636363636365,medium,human-y2,claude-opus-4-5,4.212121212121212,4.333333333333331,0.005396381611615919
Novelty_and_Significance,11,23,80.5,0.0026981908058079595,-0.36363636363636365,medium,human-y2,gemini-3-pro-preview,4.212121212121212,4.333333333333331,0.005396381611615919
Novelty_and_Significance,11,23,73.5,0.003574079590076097,-0.4189723320158103,medium,human-y2,gpt-5.2,4.212121212121212,4.362318840579709,0.0059567993167934956
Novelty_and_Significance,23,23,264.5,1.0,0.0,negligible,claude-opus-4-5,gemini-3-pro-preview,4.333333333333331,4.333333333333331,1.0
Novelty_and_Significance,23,23,241.5,0.16178218444382653,-0.08695652173913043,negligible,claude-opus-4-5,gpt-5.2,4.333333333333331,4.362318840579709,0.1797579827153628
Novelty_and_Significance,23,23,241.5,0.16178218444382653,-0.08695652173913043,negligible,gemini-3-pro-preview,gpt-5.2,4.333333333333331,4.362318840579709,0.1797579827153628
Rigor_of_Approach,12,11,36.5,0.053057199701225084,-0.44696969696969696,medium,human-y1,human-y2,3.472222222222222,3.7878787878787876,0.05895244411247232
Rigor_of_Approach,12,23,65.5,0.0036017358201406234,-0.5253623188405797,large,human-y1,claude-opus-4-5,3.472222222222222,3.7681159420289863,0.005145336885915176
Rigor_of_Approach,12,23,191.0,0.033125548303970076,0.38405797101449274,medium,human-y1,gemini-3-pro-preview,3.472222222222222,3.405797101449275,0.041406935379962595
Rigor_of_Approach,12,23,0.0,5.357152565967674e-08,-1.0,large,human-y1,gpt-5.2,3.472222222222222,4.304347826086955,1.7857175219892248e-07
Rigor_of_Approach,11,23,135.5,0.7293697708868097,0.07114624505928854,negligible,human-y2,claude-opus-4-5,3.7878787878787876,3.7681159420289863,0.7293697708868097
Rigor_of_Approach,11,23,206.0,0.0012041972976871427,0.6284584980237155,large,human-y2,gemini-3-pro-preview,3.7878787878787876,3.405797101449275,0.002006995496145238
Rigor_of_Approach,11,23,28.0,1.3296002365316533e-05,-0.7786561264822134,large,human-y2,gpt-5.2,3.7878787878787876,4.304347826086955,2.6592004730633066e-05
Rigor_of_Approach,23,23,480.0,3.2117049752378354e-07,0.8147448015122873,large,claude-opus-4-5,gemini-3-pro-preview,3.7681159420289863,3.405797101449275,8.029262438094589e-07
Rigor_of_Approach,23,23,8.0,1.5332000812206812e-09,-0.9697542533081286,large,claude-opus-4-5,gpt-5.2,3.7681159420289863,4.304347826086955,7.666000406103406e-09
Rigor_of_Approach,23,23,0.0,2.7321314473814055e-10,-1.0,large,gemini-3-pro-preview,gpt-5.2,3.405797101449275,4.304347826086955,2.7321314473814057e-09
Scope_and_Timeline,12,11,49.5,0.30235555075476506,-0.25,small,human-y1,human-y2,2.9722222222222228,3.1212121212121207,0.33595061194973896
Scope_and_Timeline,12,23,104.5,0.19989262740442804,-0.2427536231884058,small,human-y1,claude-opus-4-5,2.9722222222222228,3.144927536231884,0.24986578425553505
Scope_and_Timeline,12,23,206.5,0.01081701867351218,0.4963768115942029,large,human-y1,gemini-3-pro-preview,2.9722222222222228,2.7101449275362315,0.018028364455853634
Scope_and_Timeline,12,23,46.5,0.00011533277303296482,-0.6630434782608695,large,human-y1,gpt-5.2,2.9722222222222228,3.347826086956521,0.000288331932582412
Scope_and_Timeline,11,23,137.5,0.6706702821509007,0.08695652173913043,negligible,human-y2,claude-opus-4-5,3.1212121212121207,3.144927536231884,0.6706702821509007
Scope_and_Timeline,11,23,201.5,0.0034617187867663247,0.5928853754940712,large,human-y2,gemini-3-pro-preview,3.1212121212121207,2.7101449275362315,0.0069234375735326495
Scope_and_Timeline,11,23,89.5,0.09441366680599372,-0.2924901185770751,small,human-y2,gpt-5.2,3.1212121212121207,3.347826086956521,0.13487666686570532
Scope_and_Timeline,23,23,496.5,6.781288915416532e-08,0.8771266540642723,large,claude-opus-4-5,gemini-3-pro-preview,3.144927536231884,2.7101449275362315,3.390644457708266e-07
Scope_and_Timeline,23,23,116.5,0.00010110427578607568,-0.5595463137996219,large,claude-opus-4-5,gpt-5.2,3.144927536231884,3.347826086956521,0.000288331932582412
Scope_and_Timeline,23,23,2.5,7.948114142410286e-10,-0.9905482041587902,large,gemini-3-pro-preview,gpt-5.2,2.7101449275362315,3.347826086956521,7.948114142410286e-09
Synthesis_Focus,12,11,62.5,0.8463268281491952,-0.05303030303030303,negligible,human-y1,human-y2,4.527777777777778,4.303030303030304,0.9403631423879948
Synthesis_Focus,12,23,50.0,7.260034206693755e-05,-0.6376811594202898,large,human-y1,claude-opus-4-5,4.527777777777778,4.9855072463768115,0.00024200114022312515
Synthesis_Focus,12,23,46.0,1.5000539542379245e-05,-0.6666666666666666,large,human-y1,gemini-3-pro-preview,4.527777777777778,5.0,7.500269771189622e-05
Synthesis_Focus,12,23,46.0,1.5000539542379245e-05,-0.6666666666666666,large,human-y1,gpt-5.2,4.527777777777778,5.0,7.500269771189622e-05
Synthesis_Focus,11,23,72.5,0.0030381764921024383,-0.4268774703557312,medium,human-y2,claude-opus-4-5,4.303030303030304,4.9855072463768115,0.005063627486837397
Synthesis_Focus,11,23,69.0,0.0006607727411427416,-0.45454545454545453,medium,human-y2,gemini-3-pro-preview,4.303030303030304,5.0,0.0013215454822854832
Synthesis_Focus,11,23,69.0,0.0006607727411427416,-0.45454545454545453,medium,human-y2,gpt-5.2,4.303030303030304,5.0,0.0013215454822854832
Synthesis_Focus,23,23,253.0,0.3388087066698511,-0.043478260869565216,negligible,claude-opus-4-5,gemini-3-pro-preview,4.9855072463768115,5.0,0.42351088333731385
Synthesis_Focus,23,23,253.0,0.3388087066698511,-0.043478260869565216,negligible,claude-opus-4-5,gpt-5.2,4.9855072463768115,5.0,0.42351088333731385
Synthesis_Focus,23,23,264.5,1.0,0.0,negligible,gemini-3-pro-preview,gpt-5.2,5.0,5.0,1.0
Data_Identification,12,11,15.0,0.001595182681307818,-0.7727272727272727,large,human-y1,human-y2,3.1666666666666665,3.9393939393939394,0.0026586378021796965
Data_Identification,12,23,94.5,0.12247047112324956,-0.31521739130434784,small,human-y1,claude-opus-4-5,3.1666666666666665,3.4492753623188404,0.12247047112324956
Data_Identification,12,23,180.5,0.05711791074564417,0.3079710144927536,small,human-y1,gemini-3-pro-preview,3.1666666666666665,3.014492753623188,0.06346434527293797
Data_Identification,12,23,4.0,1.0418202070987986e-06,-0.9710144927536232,large,human-y1,gpt-5.2,3.1666666666666665,4.217391304347825,2.6045505177469966e-06
Data_Identification,11,23,203.0,0.004013520958977478,0.6047430830039525,large,human-y2,claude-opus-4-5,3.9393939393939394,3.4492753623188404,0.005733601369967825
Data_Identification,11,23,252.0,6.778061470324068e-08,0.9920948616600791,large,human-y2,gemini-3-pro-preview,3.9393939393939394,3.014492753623188,2.259353823441356e-07
Data_Identification,11,23,70.0,0.023759493237735105,-0.44664031620553357,medium,human-y2,gpt-5.2,3.9393939393939394,4.217391304347825,0.02969936654716888
Data_Identification,23,23,453.0,2.3477832951295192e-06,0.7126654064272212,large,claude-opus-4-5,gemini-3-pro-preview,3.4492753623188404,3.014492753623188,4.6955665902590385e-06
Data_Identification,23,23,20.0,2.9648763927255385e-08,-0.9243856332703214,large,claude-opus-4-5,gpt-5.2,3.4492753623188404,4.217391304347825,1.4824381963627693e-07
Data_Identification,23,23,0.0,3.238628393684465e-10,-1.0,large,gemini-3-pro-preview,gpt-5.2,3.014492753623188,4.217391304347825,3.238628393684465e-09
Open_Science_Commitment,12,11,48.5,0.28988507254091345,-0.26515151515151514,small,human-y1,human-y2,3.222222222222222,3.666666666666666,0.3220945250454594
Open_Science_Commitment,12,23,56.0,0.00193319444040318,-0.5942028985507246,large,human-y1,claude-opus-4-5,3.222222222222222,4.231884057971013,0.0032219907340052998
Open_Science_Commitment,12,23,53.5,0.0011649662414397412,-0.6123188405797102,large,human-y1,gemini-3-pro-preview,3.222222222222222,4.26086956521739,0.0023299324828794823
Open_Science_Commitment,12,23,11.0,2.030353477688096e-07,-0.9202898550724637,large,human-y1,gpt-5.2,3.222222222222222,4.681159420289856,6.767844925626986e-07
Open_Science_Commitment,11,23,98.5,0.2639931634632797,-0.22134387351778656,small,human-y2,claude-opus-4-5,3.666666666666666,4.231884057971013,0.3220945250454594
Open_Science_Commitment,11,23,97.0,0.23045081011921686,-0.233201581027668,small,human-y2,gemini-3-pro-preview,3.666666666666666,4.26086956521739,0.3220945250454594
Open_Science_Commitment,11,23,33.0,1.0217763116527072e-05,-0.7391304347826086,large,human-y2,gpt-5.2,3.666666666666666,4.681159420289856,2.554440779131768e-05
Open_Science_Commitment,23,23,250.5,0.6890837465447959,-0.052930056710775046,negligible,claude-opus-4-5,gemini-3-pro-preview,4.231884057971013,4.26086956521739,0.6890837465447959
Open_Science_Commitment,23,23,0.0,2.4342094057934993e-10,-1.0,large,claude-opus-4-5,gpt-5.2,4.231884057971013,4.681159420289856,1.2171047028967496e-09
Open_Science_Commitment,23,23,0.0,1.9276926977990257e-10,-1.0,large,gemini-3-pro-preview,gpt-5.2,4.26086956521739,4.681159420289856,1.2171047028967496e-09
