metric,n_group1,n_group2,u_stat,p_value,cliffs_delta,delta_magnitude,group1,group2,mean_group1,mean_group2,q_value
Novelty_and_Significance,12,23,45.5,7.775455744219581e-05,-0.6702898550724637,large,human-y1,gemini-3-pro-preview,4.166666666666667,4.913043478260869,0.00012959092907032635
Novelty_and_Significance,12,23,34.5,2.52736710374181e-06,-0.75,large,human-y1,gpt-5.2,4.166666666666667,5.0,8.4245570124727e-06
Novelty_and_Significance,11,23,124.5,0.9477669419080491,-0.015810276679841896,negligible,human-y2,claude-opus-4-5,4.181818181818182,4.173913043478261,1.0
Novelty_and_Significance,11,23,34.0,2.9425984036183864e-05,-0.7312252964426877,large,human-y2,gemini-3-pro-preview,4.181818181818182,4.913043478260869,5.935283122565387e-05
Novelty_and_Significance,11,23,23.0,7.053051304695921e-07,-0.8181818181818182,large,human-y2,gpt-5.2,4.181818181818182,5.0,7.053051304695921e-06
Novelty_and_Significance,23,23,100.5,2.967641561282694e-05,-0.6200378071833649,large,claude-opus-4-5,gemini-3-pro-preview,4.173913043478261,4.913043478260869,5.935283122565387e-05
Novelty_and_Significance,23,23,80.5,1.4496071981623732e-06,-0.6956521739130435,large,claude-opus-4-5,gpt-5.2,4.173913043478261,5.0,7.248035990811866e-06
Novelty_and_Significance,23,23,241.5,0.16178218444382653,-0.08695652173913043,negligible,gemini-3-pro-preview,gpt-5.2,4.913043478260869,5.0,0.23111740634832362
Rigor_of_Approach,12,11,44.0,0.12927037981014827,-0.3333333333333333,medium,human-y1,human-y2,4.166666666666667,4.545454545454546,0.14363375534460918
Rigor_of_Approach,12,23,201.5,0.024305647197746014,0.4601449275362319,medium,human-y1,claude-opus-4-5,4.166666666666667,2.782608695652174,0.030382058997182517
Rigor_of_Approach,12,23,45.0,4.718614028292369e-05,-0.6739130434782609,large,human-y1,gemini-3-pro-preview,4.166666666666667,4.826086956521739,0.00011796535070730922
Rigor_of_Approach,12,23,34.5,2.52736710374181e-06,-0.75,large,human-y1,gpt-5.2,4.166666666666667,5.0,1.2636835518709051e-05
Rigor_of_Approach,11,23,197.0,0.007211926587342078,0.5573122529644269,large,human-y2,claude-opus-4-5,4.545454545454546,2.782608695652174,0.01030275226763154
Rigor_of_Approach,11,23,77.0,0.006459020579202401,-0.391304347826087,medium,human-y2,gemini-3-pro-preview,4.545454545454546,4.826086956521739,0.01030275226763154
Rigor_of_Approach,11,23,69.0,0.00062818167907798,-0.45454545454545453,medium,human-y2,gpt-5.2,4.545454545454546,5.0,0.00125636335815596
Rigor_of_Approach,23,23,97.5,2.1167732593564966e-05,-0.6313799621928167,large,claude-opus-4-5,gemini-3-pro-preview,2.782608695652174,4.826086956521739,7.055910864521655e-05
Rigor_of_Approach,23,23,80.5,1.8367924876464427e-06,-0.6956521739130435,large,claude-opus-4-5,gpt-5.2,2.782608695652174,5.0,1.2636835518709051e-05
Rigor_of_Approach,23,23,253.0,0.3388087066698511,-0.043478260869565216,negligible,gemini-3-pro-preview,gpt-5.2,4.826086956521739,5.0,0.3388087066698511
Scope_and_Timeline,12,11,51.0,0.21424547618532108,-0.22727272727272727,small,human-y1,human-y2,3.75,4.0,0.2678068452316513
Scope_and_Timeline,12,23,222.0,0.001949324571753471,0.6086956521739131,large,human-y1,claude-opus-4-5,3.75,2.217391304347826,0.004873311429383678
Scope_and_Timeline,12,23,106.5,0.07649773967374683,-0.22826086956521738,small,human-y1,gemini-3-pro-preview,3.75,3.9130434782608696,0.12749623278957806
Scope_and_Timeline,12,23,90.0,0.011848791219135724,-0.34782608695652173,medium,human-y1,gpt-5.2,3.75,4.130434782608695,0.02369758243827145
Scope_and_Timeline,11,23,214.0,0.0005855376908148696,0.691699604743083,large,human-y2,claude-opus-4-5,4.0,2.217391304347826,0.001951792302716232
Scope_and_Timeline,11,23,127.0,1.0,0.003952569169960474,negligible,human-y2,gemini-3-pro-preview,4.0,3.9130434782608696,1.0
Scope_and_Timeline,11,23,111.5,0.38538137678914774,-0.11857707509881422,negligible,human-y2,gpt-5.2,4.0,4.130434782608695,0.4282015297657197
Scope_and_Timeline,23,23,91.5,1.3770520503119742e-05,-0.6540642722117203,large,claude-opus-4-5,gemini-3-pro-preview,2.217391304347826,3.9130434782608696,6.88526025155987e-05
Scope_and_Timeline,23,23,70.0,1.5368027556776454e-06,-0.7353497164461248,large,claude-opus-4-5,gpt-5.2,2.217391304347826,4.130434782608695,1.5368027556776454e-05
Scope_and_Timeline,23,23,231.5,0.18594181491641504,-0.12476370510396975,negligible,gemini-3-pro-preview,gpt-5.2,3.9130434782608696,4.130434782608695,0.2656311641663072
Synthesis_Focus,12,11,78.5,0.26349840870043195,0.1893939393939394,small,human-y1,human-y2,4.833333333333333,4.454545454545454,0.3764262981434742
Synthesis_Focus,12,23,126.5,0.1854218947059597,-0.08333333333333333,negligible,human-y1,claude-opus-4-5,4.833333333333333,5.0,0.30903649117659954
Synthesis_Focus,12,23,126.5,0.1854218947059597,-0.08333333333333333,negligible,human-y1,gemini-3-pro-preview,4.833333333333333,5.0,0.30903649117659954
Synthesis_Focus,12,23,126.5,0.1854218947059597,-0.08333333333333333,negligible,human-y1,gpt-5.2,4.833333333333333,5.0,0.30903649117659954
Synthesis_Focus,11,23,92.0,0.010977803541502951,-0.2727272727272727,small,human-y2,claude-opus-4-5,4.454545454545454,5.0,0.0365926784716765
Synthesis_Focus,11,23,92.0,0.010977803541502951,-0.2727272727272727,small,human-y2,gemini-3-pro-preview,4.454545454545454,5.0,0.0365926784716765
Synthesis_Focus,11,23,92.0,0.010977803541502951,-0.2727272727272727,small,human-y2,gpt-5.2,4.454545454545454,5.0,0.0365926784716765
Synthesis_Focus,23,23,264.5,1.0,0.0,negligible,claude-opus-4-5,gemini-3-pro-preview,5.0,5.0,1.0
Synthesis_Focus,23,23,264.5,1.0,0.0,negligible,claude-opus-4-5,gpt-5.2,5.0,5.0,1.0
Synthesis_Focus,23,23,264.5,1.0,0.0,negligible,gemini-3-pro-preview,gpt-5.2,5.0,5.0,1.0
Data_Identification,12,11,42.5,0.10856228667472925,-0.3560606060606061,medium,human-y1,human-y2,4.25,4.7272727272727275,0.12062476297192139
Data_Identification,12,23,198.0,0.03169344560387017,0.43478260869565216,medium,human-y1,claude-opus-4-5,4.25,3.3043478260869565,0.040398623250801624
Data_Identification,12,23,86.0,0.0323188986006413,-0.37681159420289856,medium,human-y1,gemini-3-pro-preview,4.25,4.739130434782608,0.040398623250801624
Data_Identification,12,23,57.5,6.581931001796083e-05,-0.5833333333333334,large,human-y1,gpt-5.2,4.25,5.0,0.0003290965500898042
Data_Identification,11,23,202.5,0.003244268617185283,0.6007905138339921,large,human-y2,claude-opus-4-5,4.7272727272727275,3.3043478260869565,0.008110671542963207
Data_Identification,11,23,121.0,0.8030265666543042,-0.043478260869565216,negligible,human-y2,gemini-3-pro-preview,4.7272727272727275,4.739130434782608,0.8030265666543042
Data_Identification,11,23,92.0,0.010877180248847682,-0.2727272727272727,small,human-y2,gpt-5.2,4.7272727272727275,5.0,0.021754360497695364
Data_Identification,23,23,104.5,0.00011776431704227333,-0.6049149338374291,large,claude-opus-4-5,gemini-3-pro-preview,3.3043478260869565,4.739130434782608,0.00039254772347424447
Data_Identification,23,23,80.5,1.8386719238127353e-06,-0.6956521739130435,large,claude-opus-4-5,gpt-5.2,3.3043478260869565,5.0,1.838671923812735e-05
Data_Identification,23,23,207.0,0.020352930729665576,-0.21739130434782608,small,gemini-3-pro-preview,gpt-5.2,4.739130434782608,5.0,0.03392155121610929
Open_Science_Commitment,12,11,44.5,0.14792698123338377,-0.32575757575757575,small,human-y1,human-y2,3.9166666666666665,4.545454545454546,0.1849087265417297
Open_Science_Commitment,12,23,149.0,0.7030017864503282,0.07971014492753623,negligible,human-y1,claude-opus-4-5,3.9166666666666665,3.869565217391304,0.7030017864503282
Open_Science_Commitment,12,23,67.0,0.0008483676951541961,-0.5144927536231884,large,human-y1,gemini-3-pro-preview,3.9166666666666665,4.826086956521739,0.00212091923788549
Open_Science_Commitment,12,23,57.5,6.69455287093136e-05,-0.5833333333333334,large,human-y1,gpt-5.2,3.9166666666666665,5.0,0.00022315176236437865
Open_Science_Commitment,11,23,181.5,0.032766684693419784,0.43478260869565216,medium,human-y2,claude-opus-4-5,4.545454545454546,3.869565217391304,0.05461114115569964
Open_Science_Commitment,11,23,99.0,0.0756648646090364,-0.21739130434782608,small,human-y2,gemini-3-pro-preview,4.545454545454546,4.826086956521739,0.10809266372719487
Open_Science_Commitment,11,23,92.0,0.010952606286828438,-0.2727272727272727,small,human-y2,gpt-5.2,4.545454545454546,5.0,0.021905212573656876
Open_Science_Commitment,23,23,100.0,2.8445518481881753e-05,-0.6219281663516069,large,claude-opus-4-5,gemini-3-pro-preview,3.869565217391304,4.826086956521739,0.00014222759240940878
Open_Science_Commitment,23,23,80.5,1.8386719238127353e-06,-0.6956521739130435,large,claude-opus-4-5,gpt-5.2,3.869565217391304,5.0,1.838671923812735e-05
Open_Science_Commitment,23,23,253.0,0.3388087066698511,-0.043478260869565216,negligible,gemini-3-pro-preview,gpt-5.2,4.826086956521739,5.0,0.37645411852205674
