condition,task,text_version,field,comparison,facet,metric,is_primary,param,human_value,ai_value,effect_size,effect_type,ci_lo,ci_hi,human_ci_lo,human_ci_hi,inference,stat,p_raw,p_fdr,n_human,n_ai,n_perm_or_sub,parity_ref,notes,ratio,log2ratio,z_generation,delta_filtering_aligned
baseline,reviews,rephrased,whole,human_vs_pooled_ai,dimensionality,effective_rank,False,,2.598129956651698,2.5215309205959384,-0.7272727272727273,cliffs_delta,-1.0,-0.4285714285714285,,,paired_wilcoxon,13.0,0.0002288361993854,0.0002927757256843,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.9705176271650109,-0.04317367855573803,,
baseline,reviews,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,True,k=panel_adaptive,0.8295454545454546,0.7807583720627199,-0.2727272727272727,cliffs_delta,-0.6363636363636364,0.1818181818181818,,,paired_wilcoxon,107.0,0.5445904731750488,,3.695652173913043,3.695652173913043,22.0,0.8295454545454546,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals); human reference = leave-one-out self-coverage, defined for m>=3 panels only (spec 11.2 k-vs-m decision)",0.941188174541361,-0.08744490079955897,,-0.2727272727272727
baseline,reviews,rephrased,whole,human_vs_pooled_ai,evenness,vendi_slope,False,q=0..2,0.7013735527872629,0.6944005124691344,-0.7391304347826086,cliffs_delta,-1.0,-0.4782608695652174,,,paired_wilcoxon,6.0,3.337860107421875e-06,6.312909333602241e-06,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.9900580221617744,-0.01441501834950737,,
baseline,reviews,rephrased,whole,human_vs_pooled_ai,evenness,ripley_excess,True,r=pooled_q01_q50,0.0436218465950795,0.0151737088548137,-0.8260869565217391,cliffs_delta,-1.0,-0.5652173913043478,,,paired_wilcoxon,7.0,4.5299530029296875e-06,,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals); excess area vs pooled review-cloud null at matched panel size m",0.3478465502770641,-1.5234770818518335,-1.2348606791648398,0.8260869565217391
baseline,reviews,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,True,,0.0438396777897834,0.0598551881269998,0.7391304347826086,cliffs_delta,0.4782608695652174,1.0,,,paired_wilcoxon,6.0,3.337860107421875e-06,,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",1.3653199828249818,0.44923910758084834,-0.5577777607210862,0.7391304347826086
baseline,reviews,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,False,,0.2461204244568348,0.2862188305287998,0.8260869565217391,cliffs_delta,0.5652173913043478,1.0,,,paired_wilcoxon,5.0,2.384185791015625e-06,4.82381776321766e-06,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",1.162921895492658,0.21775420535000856,,
baseline,reviews,rephrased,whole,human_vs_pooled_ai,spread,mst_dispersion,False,,0.0386795784736355,0.0511812766257065,0.8260869565217391,cliffs_delta,0.5652173913043478,1.0,,,paired_wilcoxon,4.0,1.6689300537109375e-06,4.148483276367187e-06,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",1.3232118509407313,0.4040440607349295,,
baseline,reviews,rephrased,whole,human_vs_pooled_ai,spread,sparseness,False,,0.0389952991335582,0.0528563766241877,0.9130434782608696,cliffs_delta,0.7391304347826086,1.0,,,paired_wilcoxon,2.0,7.152557373046875e-07,2.592802047729492e-06,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",1.3554550881416643,0.43877731148714416,,
baseline,reviews,rephrased,whole,human_vs_pooled_ai,spread,nn_isolation,False,,0.0375983450972277,0.0484787715109376,0.8260869565217391,cliffs_delta,0.5652173913043478,1.0,,,paired_wilcoxon,5.0,2.384185791015625e-06,4.82381776321766e-06,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",1.289385779761678,0.3666839776483219,,
baseline,reviews,rephrased,whole,human_vs_pooled_ai,spread,spherical_variance,False,,0.0158386382968603,0.0217281845731673,0.7391304347826086,cliffs_delta,0.4782608695652174,1.0,,,paired_wilcoxon,6.0,3.337860107421875e-06,6.312909333602241e-06,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",1.371846756389057,0.45611933271677724,,
baseline,reviews,rephrased,whole,human_vs_claude,richness,vendi,True,q=1,1.1838994506052258,1.2702032429661416,1.0,cliffs_delta,1.0,1.0,,,paired_wilcoxon,0.0,2.384185791015625e-07,,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",1.0728979072646718,0.10151280145282097,-1.2532511970836988,1.0
baseline,reviews,rephrased,whole,human_vs_claude,dimensionality,participation_ratio,True,,2.5156312541334667,2.4296906802552907,-0.2727272727272727,cliffs_delta,-0.6521739130434783,0.1304347826086956,,,paired_wilcoxon,51.0,0.0142397989472194,,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.965837372334691,-0.050147806321114125,-0.0546535161714902,-0.2727272727272727
baseline,reviews,rephrased,whole,human_vs_claude,dimensionality,effective_rank,False,,2.598129956651698,2.550494543260146,-0.2727272727272727,cliffs_delta,-0.6521739130434783,0.1304347826086956,,,paired_wilcoxon,52.0,0.0155764681168554,0.0173737528995695,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.981665500114959,-0.026696581075637712,,
baseline,reviews,rephrased,whole,human_vs_claude,coverage,coverage_geometric,True,k=panel_adaptive,0.8295454545454546,0.7108695652173914,-0.0,cliffs_delta,-0.4736842105263157,0.5,,,paired_wilcoxon,59.5,0.256600406042839,,3.695652173913043,3.695652173913043,22.0,0.8295454545454546,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals); human reference = leave-one-out self-coverage, defined for m>=3 panels only (spec 11.2 k-vs-m decision)",0.856938653960691,-0.22273616568901242,,-0.0
baseline,reviews,rephrased,whole,human_vs_claude,evenness,vendi_slope,False,q=0..2,0.7013735527872629,0.6908326469968289,-1.0,cliffs_delta,-1.0,-1.0,,,paired_wilcoxon,0.0,2.384185791015625e-07,1.728534698486328e-06,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.9849710532304157,-0.021846768262078202,,
baseline,reviews,rephrased,whole,human_vs_claude,evenness,ripley_excess,True,r=pooled_q01_q50,0.0436218465950795,0.0034203767315245,-1.0,cliffs_delta,-1.0,-1.0,,,paired_wilcoxon,0.0,2.384185791015625e-07,,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals); excess area vs pooled review-cloud null at matched panel size m",0.07840971894826468,-3.6728237011301417,-2.854081644542019,1.0
baseline,reviews,rephrased,whole,human_vs_claude,spread,mean_pairwise,True,,0.0438396777897834,0.0678373000636347,1.0,cliffs_delta,1.0,1.0,,,paired_wilcoxon,0.0,2.384185791015625e-07,,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",1.5473950422017886,0.6298415566251631,-1.1571007337583912,1.0
baseline,reviews,rephrased,whole,human_vs_claude,spread,centroid_loo,False,,0.2461204244568348,0.3053802610660894,1.0,cliffs_delta,1.0,1.0,,,paired_wilcoxon,0.0,2.384185791015625e-07,1.728534698486328e-06,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",1.2407757777114012,0.3112424276272458,,
baseline,reviews,rephrased,whole,human_vs_claude,spread,mst_dispersion,False,,0.0386795784736355,0.0588004743655006,1.0,cliffs_delta,1.0,1.0,,,paired_wilcoxon,0.0,2.384185791015625e-07,1.728534698486328e-06,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",1.520194290782661,0.6042557213238837,,
baseline,reviews,rephrased,whole,human_vs_claude,spread,sparseness,False,,0.0389952991335582,0.0601378737624791,1.0,cliffs_delta,1.0,1.0,,,paired_wilcoxon,0.0,2.384185791015625e-07,1.728534698486328e-06,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",1.5421826501832427,0.6249736426255141,,
baseline,reviews,rephrased,whole,human_vs_claude,spread,nn_isolation,False,,0.0375983450972277,0.0564458701529502,1.0,cliffs_delta,1.0,1.0,,,paired_wilcoxon,0.0,2.384185791015625e-07,1.728534698486328e-06,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",1.5012860275361486,0.586198867828707,,
baseline,reviews,rephrased,whole,human_vs_claude,spread,spherical_variance,False,,0.0158386382968603,0.024655619831746,1.0,cliffs_delta,1.0,1.0,,,paired_wilcoxon,0.0,2.384185791015625e-07,1.728534698486328e-06,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",1.5566754773756968,0.63846821482208,,
baseline,reviews,rephrased,whole,human_vs_gemini,richness,vendi,True,q=1,1.1838994506052258,1.2470905822339116,0.9130434782608696,cliffs_delta,0.7391304347826086,1.0,,,paired_wilcoxon,5.0,2.384185791015625e-06,,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",1.0533754210261534,0.07501970181983064,-0.3559789228549449,0.9130434782608696
baseline,reviews,rephrased,whole,human_vs_gemini,dimensionality,participation_ratio,True,,2.5156312541334667,2.436197345909978,-0.1818181818181818,cliffs_delta,-0.5652173913043478,0.238095238095238,,,paired_wilcoxon,69.0,0.0619330306354966,,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.9684238665372876,-0.04628946029369818,0.1648847166016416,-0.1818181818181818
baseline,reviews,rephrased,whole,human_vs_gemini,dimensionality,effective_rank,False,,2.598129956651698,2.5515122019107896,-0.1818181818181818,cliffs_delta,-0.5652173913043478,0.238095238095238,,,paired_wilcoxon,68.0,0.0575328568853742,0.0625669818628444,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.9820571890095189,-0.026121054157935496,,
baseline,reviews,rephrased,whole,human_vs_gemini,coverage,coverage_geometric,True,k=panel_adaptive,0.8295454545454546,0.7992753623188406,-0.4,cliffs_delta,-0.8,0.0476190476190476,,,paired_wilcoxon,87.5,0.5102887869108655,,3.695652173913043,3.695652173913043,22.0,0.8295454545454546,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals); human reference = leave-one-out self-coverage, defined for m>=3 panels only (spec 11.2 k-vs-m decision)",0.9635100258090132,-0.05362841631686888,,-0.4
baseline,reviews,rephrased,whole,human_vs_gemini,evenness,vendi_slope,False,q=0..2,0.7013735527872629,0.6937040901064363,-0.9130434782608696,cliffs_delta,-1.0,-0.7391304347826086,,,paired_wilcoxon,5.0,2.384185791015625e-06,4.82381776321766e-06,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.9890650814386313,-0.015862640051019426,,
baseline,reviews,rephrased,whole,human_vs_gemini,evenness,ripley_excess,True,r=pooled_q01_q50,0.0436218465950795,0.0117276560924628,-0.8260869565217391,cliffs_delta,-1.0,-0.5652173913043478,,,paired_wilcoxon,6.0,3.337860107421875e-06,,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals); excess area vs pooled review-cloud null at matched panel size m",0.26884822647067097,-1.8951361403668114,0.1106164586568096,0.8260869565217391
baseline,reviews,rephrased,whole,human_vs_gemini,spread,mean_pairwise,True,,0.0438396777897834,0.0613909121081841,0.9130434782608696,cliffs_delta,0.7391304347826086,1.0,,,paired_wilcoxon,5.0,2.384185791015625e-06,,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",1.4003504405885694,0.4857879097651674,-0.3558894528653594,0.9130434782608696
baseline,reviews,rephrased,whole,human_vs_gemini,spread,centroid_loo,False,,0.2461204244568348,0.2904008243497193,0.9130434782608696,cliffs_delta,0.7391304347826086,1.0,,,paired_wilcoxon,5.0,2.384185791015625e-06,4.82381776321766e-06,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",1.1799135524433102,0.23868116295152583,,
baseline,reviews,rephrased,whole,human_vs_gemini,spread,mst_dispersion,False,,0.0386795784736355,0.0534281275601175,0.9130434782608696,cliffs_delta,0.7391304347826086,1.0,,,paired_wilcoxon,1.0,4.76837158203125e-07,1.9754682268415176e-06,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",1.3813006673931258,0.4660273848705033,,
baseline,reviews,rephrased,whole,human_vs_gemini,spread,sparseness,False,,0.0389952991335582,0.0544567251924455,0.9130434782608696,cliffs_delta,0.7391304347826086,1.0,,,paired_wilcoxon,1.0,4.76837158203125e-07,1.9754682268415176e-06,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",1.3964946135156495,0.4818100089424262,,
baseline,reviews,rephrased,whole,human_vs_gemini,spread,nn_isolation,False,,0.0375983450972277,0.051276240644983,0.9130434782608696,cliffs_delta,0.7391304347826086,1.0,,,paired_wilcoxon,1.0,4.76837158203125e-07,1.9754682268415176e-06,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",1.3637898293763953,0.44762133096114104,,
baseline,reviews,rephrased,whole,human_vs_gemini,spread,spherical_variance,False,,0.0158386382968603,0.0222824151717455,0.9130434782608696,cliffs_delta,0.7391304347826086,1.0,,,paired_wilcoxon,5.0,2.384185791015625e-06,4.82381776321766e-06,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",1.40683907000784,0.49245730641354996,,
