condition,task,text_version,field,comparison,facet,metric,is_primary,param,human_value,ai_value,effect_size,effect_type,ci_lo,ci_hi,human_ci_lo,human_ci_hi,inference,stat,p_raw,p_fdr,n_human,n_ai,n_perm_or_sub,parity_ref,notes,ratio,log2ratio,z_generation,delta_filtering_aligned
one_at_a_time,reviews,rephrased,whole,human_vs_pooled_ai,spread,mean_pairwise,True,,0.043839672881645,0.0332218477905459,-0.6521739130434783,cliffs_delta,-0.9130434782608696,-0.3043478260869565,,,paired_wilcoxon,10.0,1.0251998901367188e-05,,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.7578032774157714,-0.40010471552997884,-0.6268330067603969,-0.6521739130434783
one_at_a_time,reviews,rephrased,whole,human_vs_pooled_ai,spread,centroid_loo,False,,0.2461204110250555,0.2136100935983214,-0.8260869565217391,cliffs_delta,-1.0,-0.5652173913043478,,,paired_wilcoxon,7.0,4.5299530029296875e-06,7.298257615831163e-06,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.8679088934910624,-0.20438448747927446,,
one_at_a_time,reviews,rephrased,whole,human_vs_pooled_ai,spread,mst_dispersion,False,,0.0386795741262776,0.028983913809719,-0.8260869565217391,cliffs_delta,-1.0,-0.5652173913043478,,,paired_wilcoxon,3.0,1.1920928955078125e-06,3.0503553502699906e-06,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.7493338400028635,-0.4163194896693837,,
one_at_a_time,reviews,rephrased,whole,human_vs_pooled_ai,spread,sparseness,False,,0.0389952951829055,0.0296935201994441,-0.8260869565217391,cliffs_delta,-1.0,-0.5652173913043478,,,paired_wilcoxon,7.0,4.5299530029296875e-06,7.298257615831163e-06,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.761464173053906,-0.3931519354871887,,
one_at_a_time,reviews,rephrased,whole,human_vs_pooled_ai,spread,nn_isolation,False,,0.0375983407578753,0.02785586501992,-0.9130434782608696,cliffs_delta,-1.0,-0.7391304347826086,,,paired_wilcoxon,2.0,7.152557373046875e-07,2.592802047729492e-06,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.7408801680719208,-0.43268787881878595,,
one_at_a_time,reviews,rephrased,whole,human_vs_pooled_ai,spread,spherical_variance,False,,0.0158386365788613,0.01203255944799,-0.6521739130434783,cliffs_delta,-0.9130434782608696,-0.3043478260869565,,,paired_wilcoxon,10.0,1.0251998901367188e-05,1.5117354312185515e-05,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.7596966688438953,-0.39650459963141704,,
one_at_a_time,reviews,rephrased,whole,human_vs_claude,richness,vendi,True,q=1,1.183899434001486,1.13071395659362,-0.6521739130434783,cliffs_delta,-0.9130434782608696,-0.3043478260869565,,,paired_wilcoxon,11.0,1.3113021850585938e-05,,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.9550760175396796,-0.06631252847939134,-0.052275560057117,-0.6521739130434783
one_at_a_time,reviews,rephrased,whole,human_vs_claude,dimensionality,participation_ratio,True,,2.5156312488631327,2.427027632557469,-0.3636363636363636,cliffs_delta,-0.7272727272727273,0.0434782608695652,,,paired_wilcoxon,63.0,0.0392488079609668,,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.9647787741761812,-0.051729927624091974,-0.4726700706738519,-0.3636363636363636
one_at_a_time,reviews,rephrased,whole,human_vs_claude,dimensionality,effective_rank,False,,2.5981299546611356,2.546311191761314,-0.4545454545454545,cliffs_delta,-0.8181818181818182,-0.0434782608695652,,,paired_wilcoxon,64.0,0.0424477861776662,0.0467462961703413,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.980055361431457,-0.029064848305704567,,
one_at_a_time,reviews,rephrased,whole,human_vs_claude,coverage,coverage_geometric,True,k=panel_adaptive,0.8295454545454546,0.9746376811594204,0.7142857142857143,cliffs_delta,0.2857142857142857,1.0,,,paired_wilcoxon,3.0,0.0016259847895158,,3.695652173913043,3.695652173913043,22.0,0.8295454545454546,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals); human reference = leave-one-out self-coverage, defined for m>=3 panels only (spec 11.2 k-vs-m decision)",1.1749056978360135,0.23254496553573512,,0.7142857142857143
one_at_a_time,reviews,rephrased,whole,human_vs_claude,evenness,vendi_slope,False,q=0..2,0.7013735550563641,0.7076216273936314,0.6521739130434783,cliffs_delta,0.3043478260869565,0.9130434782608696,,,paired_wilcoxon,11.0,1.3113021850585938e-05,1.810845874604725e-05,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",1.0089083374932282,0.012795107000235147,,
one_at_a_time,reviews,rephrased,whole,human_vs_claude,evenness,ripley_excess,True,r=pooled_q01_q50,0.01636882646877,0.0420767929389988,0.6521739130434783,cliffs_delta,0.3043478260869565,0.9130434782608696,,,paired_wilcoxon,13.0,2.09808349609375e-05,,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals); excess area vs pooled review-cloud null at matched panel size m",2.570544261024264,1.3620738534072285,-0.9592670686387824,-0.6521739130434783
one_at_a_time,reviews,rephrased,whole,human_vs_claude,spread,mean_pairwise,True,,0.043839672881645,0.0295094259045937,-0.6521739130434783,cliffs_delta,-0.9130434782608696,-0.3043478260869565,,,paired_wilcoxon,11.0,1.3113021850585938e-05,,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.673121489392975,-0.5710611794623505,0.5285773497546841,-0.6521739130434783
one_at_a_time,reviews,rephrased,whole,human_vs_claude,spread,centroid_loo,False,,0.2461204110250555,0.2006465105333388,-0.6521739130434783,cliffs_delta,-0.9130434782608696,-0.3043478260869565,,,paired_wilcoxon,11.0,1.3113021850585938e-05,1.810845874604725e-05,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.8152371828800197,-0.2947082407177213,,
one_at_a_time,reviews,rephrased,whole,human_vs_claude,spread,mst_dispersion,False,,0.0386795741262776,0.0253651889886707,-0.9130434782608696,cliffs_delta,-1.0,-0.7391304347826086,,,paired_wilcoxon,3.0,1.1920928955078125e-06,3.0503553502699906e-06,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.6557773595402242,-0.6087220007850543,,
one_at_a_time,reviews,rephrased,whole,human_vs_claude,spread,sparseness,False,,0.0389952951829055,0.0259614630350208,-0.8260869565217391,cliffs_delta,-1.0,-0.5652173913043478,,,paired_wilcoxon,5.0,2.384185791015625e-06,4.82381776321766e-06,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.6657588540681598,-0.586928384616647,,
one_at_a_time,reviews,rephrased,whole,human_vs_claude,spread,nn_isolation,False,,0.0375983407578753,0.0243723322785074,-0.9130434782608696,cliffs_delta,-1.0,-0.7391304347826086,,,paired_wilcoxon,2.0,7.152557373046875e-07,2.592802047729492e-06,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.6482289321079256,-0.6254246816411629,,
one_at_a_time,reviews,rephrased,whole,human_vs_claude,spread,spherical_variance,False,,0.0158386365788613,0.0107260891594198,-0.6521739130434783,cliffs_delta,-0.9130434782608696,-0.3043478260869565,,,paired_wilcoxon,11.0,1.3113021850585938e-05,1.810845874604725e-05,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.677210383988174,-0.5623239999565427,,
one_at_a_time,reviews,rephrased,whole,human_vs_gemini,richness,vendi,True,q=1,1.183899434001486,1.1396630017114855,-0.9130434782608696,cliffs_delta,-1.0,-0.7391304347826086,,,paired_wilcoxon,3.0,1.1920928955078125e-06,,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.9626349747119274,-0.05493925424942321,-1.8784071468428332,-0.9130434782608696
one_at_a_time,reviews,rephrased,whole,human_vs_gemini,dimensionality,participation_ratio,True,,2.5156312488631327,2.4902098490061055,-0.1818181818181818,cliffs_delta,-0.5652173913043478,0.2387218045112781,,,paired_wilcoxon,113.0,0.661178771669188,,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.9898946239165555,-0.014653139032918054,-0.0426271572966108,-0.1818181818181818
one_at_a_time,reviews,rephrased,whole,human_vs_gemini,dimensionality,effective_rank,False,,2.5981299546611356,2.583753440813175,-0.1818181818181818,cliffs_delta,-0.5652173913043478,0.2387218045112781,,,paired_wilcoxon,114.0,0.6848744008735368,0.7009890926587965,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.9944665917029406,-0.008005189181856566,,
one_at_a_time,reviews,rephrased,whole,human_vs_gemini,coverage,coverage_geometric,True,k=panel_adaptive,0.8295454545454546,0.9463768115942028,0.5,cliffs_delta,-0.0,0.8823529411764706,,,paired_wilcoxon,22.0,0.0167461413409504,,3.695652173913043,3.695652173913043,22.0,0.8295454545454546,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals); human reference = leave-one-out self-coverage, defined for m>=3 panels only (spec 11.2 k-vs-m decision)",1.1408378002779431,0.19009368963817927,,0.5
one_at_a_time,reviews,rephrased,whole,human_vs_gemini,evenness,vendi_slope,False,q=0..2,0.7013735550563641,0.7065165394948039,0.9130434782608696,cliffs_delta,0.7391304347826086,1.0,,,paired_wilcoxon,3.0,1.1920928955078125e-06,3.0503553502699906e-06,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",1.0073327321815355,0.010540298816354585,,
one_at_a_time,reviews,rephrased,whole,human_vs_gemini,evenness,ripley_excess,True,r=pooled_q01_q50,0.01636882646877,0.0392584885563784,0.8260869565217391,cliffs_delta,0.5652173913043478,1.0,,,paired_wilcoxon,5.0,2.384185791015625e-06,,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals); excess area vs pooled review-cloud null at matched panel size m",2.3983691580627036,1.2620537361151865,-3.3854747502040317,-0.8260869565217391
one_at_a_time,reviews,rephrased,whole,human_vs_gemini,spread,mean_pairwise,True,,0.043839672881645,0.0319382753545228,-0.9130434782608696,cliffs_delta,-1.0,-0.7391304347826086,,,paired_wilcoxon,3.0,1.1920928955078125e-06,,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.7285244906080234,-0.4569506230988018,-1.9422133649192304,-0.9130434782608696
one_at_a_time,reviews,rephrased,whole,human_vs_gemini,spread,centroid_loo,False,,0.2461204110250555,0.2096615954151731,-0.9130434782608696,cliffs_delta,-1.0,-0.7391304347826086,,,paired_wilcoxon,3.0,1.1920928955078125e-06,3.0503553502699906e-06,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.8518659405043378,-0.23130168578267904,,
one_at_a_time,reviews,rephrased,whole,human_vs_gemini,spread,mst_dispersion,False,,0.0386795741262776,0.0281639748273555,-0.9130434782608696,cliffs_delta,-1.0,-0.7391304347826086,,,paired_wilcoxon,1.0,4.76837158203125e-07,1.9754682268415176e-06,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.7281355977552464,-0.45772095216589226,,
one_at_a_time,reviews,rephrased,whole,human_vs_gemini,spread,sparseness,False,,0.0389952951829055,0.0288521769115692,-0.9130434782608696,cliffs_delta,-1.0,-0.7391304347826086,,,paired_wilcoxon,1.0,4.76837158203125e-07,1.9754682268415176e-06,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.739888665446421,-0.4346198969734564,,
one_at_a_time,reviews,rephrased,whole,human_vs_gemini,spread,nn_isolation,False,,0.0375983407578753,0.0270812360289974,-0.9130434782608696,cliffs_delta,-1.0,-0.7391304347826086,,,paired_wilcoxon,1.0,4.76837158203125e-07,1.9754682268415176e-06,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.7202774240330008,-0.4733754089042203,,
one_at_a_time,reviews,rephrased,whole,human_vs_gemini,spread,spherical_variance,False,,0.0158386365788613,0.0115593823136843,-0.9130434782608696,cliffs_delta,-1.0,-0.7391304347826086,,,paired_wilcoxon,3.0,1.1920928955078125e-06,3.0503553502699906e-06,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.729821803545375,-0.4543838425715629,,
one_at_a_time,reviews,rephrased,whole,human_vs_gpt,richness,vendi,True,q=1,1.183899434001486,1.127977097401455,-1.0,cliffs_delta,-1.0,-1.0,,,paired_wilcoxon,0.0,2.384185791015625e-07,,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.9527642847070059,-0.06980876149414168,-0.967084876031303,-1.0
one_at_a_time,reviews,rephrased,whole,human_vs_gpt,dimensionality,participation_ratio,True,,2.5156312488631327,2.499093577151384,-0.0,cliffs_delta,-0.4,0.391304347826087,,,paired_wilcoxon,119.0,0.8076239898901056,,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.9934260350282965,-0.009515538454442817,-0.3233703493752148,-0.0
one_at_a_time,reviews,rephrased,whole,human_vs_gpt,dimensionality,effective_rank,False,,2.5981299546611356,2.5893700827277812,-0.0,cliffs_delta,-0.4,0.391304347826087,,,paired_wilcoxon,121.0,0.8582823598181881,0.8682623872579345,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.9966283934652157,-0.004872418590234629,,
one_at_a_time,reviews,rephrased,whole,human_vs_gpt,coverage,coverage_geometric,True,k=panel_adaptive,0.8295454545454546,0.9782608695652174,1.0,cliffs_delta,1.0,1.0,,,paired_wilcoxon,0.0,0.0017704568140635,,3.695652173913043,3.695652173913043,22.0,0.8295454545454546,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals); human reference = leave-one-out self-coverage, defined for m>=3 panels only (spec 11.2 k-vs-m decision)",1.1792733770101251,0.23789820002994194,,1.0
one_at_a_time,reviews,rephrased,whole,human_vs_gpt,evenness,vendi_slope,False,q=0..2,0.7013735550563641,0.7078121141518932,1.0,cliffs_delta,1.0,1.0,,,paired_wilcoxon,0.0,2.384185791015625e-07,1.728534698486328e-06,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",1.0091799285118637,0.013183418081272774,,
one_at_a_time,reviews,rephrased,whole,human_vs_gpt,evenness,ripley_excess,True,r=pooled_q01_q50,0.01636882646877,0.0449067054454327,0.9130434782608696,cliffs_delta,0.7391304347826086,1.0,,,paired_wilcoxon,1.0,4.76837158203125e-07,,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals); excess area vs pooled review-cloud null at matched panel size m",2.743428524403382,1.455979989209625,-2.3327429695445625,-0.9130434782608696
one_at_a_time,reviews,rephrased,whole,human_vs_gpt,spread,mean_pairwise,True,,0.043839672881645,0.0288785471433709,-1.0,cliffs_delta,-1.0,-1.0,,,paired_wilcoxon,0.0,2.384185791015625e-07,,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.6587308993234278,-0.6022388701692071,-0.655363215387602,-1.0
one_at_a_time,reviews,rephrased,whole,human_vs_gpt,spread,centroid_loo,False,,0.2461204110250555,0.1995866117847123,-1.0,cliffs_delta,-1.0,-1.0,,,paired_wilcoxon,0.0,2.384185791015625e-07,1.728534698486328e-06,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.8109307592712984,-0.30234935864513485,,
one_at_a_time,reviews,rephrased,whole,human_vs_gpt,spread,mst_dispersion,False,,0.0386795741262776,0.0256065528488238,-1.0,cliffs_delta,-1.0,-1.0,,,paired_wilcoxon,0.0,2.384185791015625e-07,1.728534698486328e-06,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.6620174453117251,-0.5950588598290447,,
one_at_a_time,reviews,rephrased,whole,human_vs_gpt,spread,sparseness,False,,0.0389952951829055,0.0259918209913275,-1.0,cliffs_delta,-1.0,-1.0,,,paired_wilcoxon,0.0,2.384185791015625e-07,1.728534698486328e-06,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.6665373571199846,-0.5852423592259226,,
one_at_a_time,reviews,rephrased,whole,human_vs_gpt,spread,nn_isolation,False,,0.0375983407578753,0.0247969623680634,-1.0,cliffs_delta,-1.0,-1.0,,,paired_wilcoxon,0.0,2.384185791015625e-07,1.728534698486328e-06,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.6595227839374658,-0.6005055950681353,,
one_at_a_time,reviews,rephrased,whole,human_vs_gpt,spread,spherical_variance,False,,0.0158386365788613,0.0104407968433361,-1.0,cliffs_delta,-1.0,-1.0,,,paired_wilcoxon,0.0,2.384185791015625e-07,1.728534698486328e-06,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.6591979550355166,-0.6012163278891303,,
one_at_a_time,reviews,rephrased,strengths,human_vs_pooled_ai,richness,vendi,True,q=1,1.2758301324316768,1.223326217846426,-0.6521739130434783,cliffs_delta,-0.9130434782608696,-0.3043478260869565,,,paired_wilcoxon,22.0,0.0001277923583984,,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.9588472530546205,-0.06062708653887439,-0.8298844561506293,-0.6521739130434783
one_at_a_time,reviews,rephrased,strengths,human_vs_pooled_ai,dimensionality,participation_ratio,True,,2.4574871609131343,2.4420413443174427,-0.2727272727272727,cliffs_delta,-0.6842105263157895,0.1428571428571428,,,paired_wilcoxon,111.0,0.6148113070366257,,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.9937147925566567,-0.009096253569009557,-0.2288616974230595,-0.2727272727272727
one_at_a_time,reviews,rephrased,strengths,human_vs_pooled_ai,dimensionality,effective_rank,False,,2.564961785997401,2.5553287953644994,-0.2727272727272727,cliffs_delta,-0.6842105263157895,0.1428571428571428,,,paired_wilcoxon,111.0,0.6148113070366257,0.6707032440399553,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.9962443921443626,-0.005428396685922786,,
one_at_a_time,reviews,rephrased,strengths,human_vs_pooled_ai,coverage,coverage_geometric,True,k=panel_adaptive,0.8409090909090909,0.9330546265328874,0.3333333333333333,cliffs_delta,-0.1428571428571428,0.7647058823529411,,,paired_wilcoxon,33.0,0.0222153988726025,,3.695652173913043,3.695652173913043,22.0,0.8409090909090909,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals); human reference = leave-one-out self-coverage, defined for m>=3 panels only (spec 11.2 k-vs-m decision)",1.1095784747958661,0.15001170556572307,,0.3684210526315789
one_at_a_time,reviews,rephrased,strengths,human_vs_pooled_ai,evenness,vendi_slope,False,q=0..2,0.6906363825816801,0.6967189751266908,0.6521739130434783,cliffs_delta,0.3043478260869565,0.9130434782608696,,,paired_wilcoxon,27.0,0.0002980232238769,0.0005006790161132,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",1.0088072286639074,0.012650518526795244,,
one_at_a_time,reviews,rephrased,strengths,human_vs_pooled_ai,evenness,ripley_excess,True,r=pooled_q01_q50,0.0139860248542773,0.0398018590425481,0.6521739130434783,cliffs_delta,0.3043478260869565,0.9130434782608696,,,paired_wilcoxon,27.0,0.0002980232238769,,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals); excess area vs pooled review-cloud null at matched panel size m",2.8458307101017075,1.5088498428338406,-1.832411805235578,-0.6521739130434783
one_at_a_time,reviews,rephrased,strengths,human_vs_pooled_ai,spread,mean_pairwise,True,,0.0686508320803211,0.0546571015952458,-0.6521739130434783,cliffs_delta,-0.9130434782608696,-0.3043478260869565,,,paired_wilcoxon,28.0,0.0003492832183837,,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.7961608029935788,-0.3288682492290013,-0.6268330067603969,-0.6521739130434783
one_at_a_time,reviews,rephrased,strengths,human_vs_pooled_ai,spread,centroid_loo,False,,0.3068387843803449,0.2736797757928815,-0.6521739130434783,cliffs_delta,-0.9130434782608696,-0.3043478260869565,,,paired_wilcoxon,26.0,0.0002534389495849,0.0004529547184071,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.8919334508040521,-0.16499202350484324,,
one_at_a_time,reviews,rephrased,strengths,human_vs_pooled_ai,spread,mst_dispersion,False,,0.0596089353768204,0.0473522763272821,-0.6521739130434783,cliffs_delta,-0.9130434782608696,-0.3043478260869565,,,paired_wilcoxon,18.0,6.031990051269531e-05,0.0001688957214355,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.7943821849516802,-0.33209482596122997,,
one_at_a_time,reviews,rephrased,strengths,human_vs_pooled_ai,spread,sparseness,False,,0.0612793320774429,0.0486337319328871,-0.6521739130434783,cliffs_delta,-0.9130434782608696,-0.3043478260869565,,,paired_wilcoxon,20.0,8.845329284667969e-05,0.000212287902832,3.695652173913043,3.695652173913043,23.0,1.0,"paired across target proposals; AI value = mean over exact-n enumerated panels; effect = Cliff's delta (AI - Human), negative = AI lower; ci = bootstrap 95% CI of the delta (resampling proposals)",0.7936400460668421,-0.33344327076992314,,
