proposal_uid,source_type,source_group,lda_topic,lda_topic_prob_0,lda_topic_prob_1,lda_topic_prob_2,lda_topic_prob_3,lda_topic_prob_4
one_at_a_time::gpt-5.5::01,ai,GPT,1,0.3670463631771538,0.6259167459979282,0.00232642482124837,0.002356228831346786,0.002354237172322742
one_at_a_time::gpt-5.5::02,ai,GPT,0,0.9916919850804369,0.002090464639806262,0.002067929073753652,0.002075079626917512,0.0020745415790856293
one_at_a_time::gpt-5.5::03,ai,GPT,0,0.9923057868947959,0.0019343400457670426,0.0018983378390941084,0.0019204489130300016,0.0019410863073128426
one_at_a_time::gpt-5.5::04,ai,GPT,1,0.0020332938675623395,0.9919278684427306,0.002000546066714112,0.0020131435368622485,0.002025148086130735
one_at_a_time::gpt-5.5::05,ai,GPT,4,0.4966706968729587,0.0019424295916392158,0.0019063682692260302,0.0019170340661186372,0.4975634712000575
one_at_a_time::gpt-5.5::06,ai,GPT,1,0.0019449432956922686,0.9922647677223257,0.0019130069644027747,0.001918661985031279,0.0019586200325478705
one_at_a_time::gpt-5.5::07,ai,GPT,0,0.9906646057156051,0.0023530640113554302,0.0023190683891035568,0.0023304345608677244,0.00233282732306836
one_at_a_time::gpt-5.5::08,ai,GPT,0,0.991342742490242,0.0021853022105939868,0.0021423368713977945,0.0021614639309105853,0.0021681544968556836
one_at_a_time::gpt-5.5::09,ai,GPT,0,0.4781994638863925,0.46864686928378474,0.0018809102924862498,0.0018798989355107289,0.049392857601825775
one_at_a_time::gpt-5.5::10,ai,GPT,1,0.4160445059876741,0.5778583206694473,0.002022729215385462,0.0020378236420759556,0.0020366204854170293
one_at_a_time::gpt-5.5::11,ai,GPT,0,0.9923256597701012,0.0019355759532956299,0.0019039520642575264,0.0019115168514054763,0.0019232953609400302
one_at_a_time::gpt-5.5::12,ai,GPT,1,0.0019044815945517444,0.9924224821238964,0.001885228824011028,0.0019005649157217022,0.0018872425418192393
one_at_a_time::gpt-5.5::13,ai,GPT,0,0.7638852607108171,0.2302291944769218,0.0019392693920654983,0.0019733628626529107,0.0019729125575426464
one_at_a_time::gpt-5.5::14,ai,GPT,0,0.991188743977929,0.0022265224126663415,0.002174981849986705,0.002186471367119826,0.0022232803922982445
one_at_a_time::gpt-5.5::15,ai,GPT,1,0.2876417016603745,0.7061879039514313,0.002050216473477269,0.0020500483886502874,0.0020701295260667166
one_at_a_time::gpt-5.5::16,ai,GPT,1,0.42444681942459284,0.5697612925828953,0.0019013757873553338,0.0019272671632560425,0.001963245041900366
one_at_a_time::gpt-5.5::17,ai,GPT,1,0.477776530241647,0.5150073400297149,0.0024014609461629147,0.002406072368752071,0.0024085964137231597
one_at_a_time::gpt-5.5::18,ai,GPT,0,0.5932088919796884,0.40086577858756534,0.0019596593789531296,0.0019753013884521967,0.0019903686653408932
one_at_a_time::gpt-5.5::19,ai,GPT,1,0.0019308858847579646,0.9923669195963558,0.0018825943415656933,0.001894993852269157,0.0019246063250512992
one_at_a_time::gpt-5.5::20,ai,GPT,1,0.36696287027302077,0.626059060399516,0.0023091263828962654,0.002333303072956776,0.002335639871610118
one_at_a_time::gpt-5.5::21,ai,GPT,0,0.9913439692133685,0.0021776439339253125,0.002148796526252323,0.0021619678832594533,0.002167622443194383
one_at_a_time::gpt-5.5::22,ai,GPT,1,0.10424455993251795,0.8897416502026017,0.0019936797356442963,0.002011678220705739,0.0020084319085304906
one_at_a_time::gpt-5.5::23,ai,GPT,0,0.8943847134479191,0.09995336310379117,0.001867602956772158,0.001887770242943869,0.0019065502485736256
one_at_a_time::gemini-3.1-pro-preview::01,ai,Gemini,1,0.08642026271800843,0.8099569727176121,0.0019070186293489281,0.0019201946245582685,0.09979555131047209
one_at_a_time::gemini-3.1-pro-preview::02,ai,Gemini,1,0.001818721247928906,0.9927300255191877,0.001805191534404887,0.0018213165456401725,0.001824745152838331
one_at_a_time::gemini-3.1-pro-preview::03,ai,Gemini,1,0.0024549752836594443,0.9902740785241031,0.0024000289392650605,0.0024372109845894017,0.0024337062683829442
one_at_a_time::gemini-3.1-pro-preview::04,ai,Gemini,1,0.001772554991695448,0.9929133844879374,0.0017564132505828026,0.001781789944079527,0.0017758573257047466
one_at_a_time::gemini-3.1-pro-preview::05,ai,Gemini,1,0.0019058730285283698,0.9923960208138354,0.0018888813147904572,0.0018989132494532136,0.0019103115933924895
one_at_a_time::gemini-3.1-pro-preview::06,ai,Gemini,1,0.0017109131252567732,0.9931500186586201,0.0017078658823804146,0.00171105865147509,0.00172014368226764
one_at_a_time::gemini-3.1-pro-preview::07,ai,Gemini,1,0.0023879343294589584,0.990427064376176,0.0023748679799972514,0.002393244557230737,0.0024168887571370526
one_at_a_time::gemini-3.1-pro-preview::08,ai,Gemini,1,0.0022934155248975833,0.9908263201858057,0.0022767502867806987,0.0022977539627448817,0.0023057600397710116
one_at_a_time::gemini-3.1-pro-preview::09,ai,Gemini,1,0.0018907383451180104,0.9924419791593034,0.0018729989031723332,0.0018989647225526307,0.0018953188698535705
one_at_a_time::gemini-3.1-pro-preview::10,ai,Gemini,1,0.0018918442330940369,0.6707250479652634,0.0018852110297837839,0.0018969560058834714,0.3236009407659753
one_at_a_time::gemini-3.1-pro-preview::11,ai,Gemini,1,0.0019392193157442036,0.9922547547588808,0.0019266288788084539,0.0019285823154047699,0.0019508147311616058
one_at_a_time::gemini-3.1-pro-preview::12,ai,Gemini,1,0.0021229066206589937,0.8148703705332837,0.00213050937469995,0.17874658467715934,0.002129628794197971
one_at_a_time::gemini-3.1-pro-preview::13,ai,Gemini,1,0.0018460204913551671,0.9926131377978022,0.001836470456204085,0.0018525741050909737,0.0018517971495476072
one_at_a_time::gemini-3.1-pro-preview::14,ai,Gemini,1,0.37676817770076265,0.6176838629194111,0.0018359915101842832,0.0018472077248357698,0.0018647601448062582
one_at_a_time::gemini-3.1-pro-preview::15,ai,Gemini,1,0.0019096187315881597,0.9923986336386872,0.0018873698544600666,0.0018965770450504612,0.0019078007302139673
one_at_a_time::gemini-3.1-pro-preview::16,ai,Gemini,1,0.2548088406644775,0.7398209931303773,0.0017895276227810617,0.0017925253883286033,0.001788113194035497
one_at_a_time::gemini-3.1-pro-preview::17,ai,Gemini,1,0.0019096781520419773,0.9923768962021394,0.0019011702981012826,0.001909565398033108,0.0019026899496840924
one_at_a_time::gemini-3.1-pro-preview::18,ai,Gemini,1,0.002065827795569524,0.9403534954137963,0.0020438645168825123,0.05347800993269771,0.0020588023410539067
one_at_a_time::gemini-3.1-pro-preview::19,ai,Gemini,1,0.002367586579863231,0.7350880941792334,0.0023218633052225312,0.002353447366654555,0.2578690085690262
one_at_a_time::gemini-3.1-pro-preview::20,ai,Gemini,1,0.0018985464836123913,0.992380217991062,0.0018996383847136957,0.0019158644301624597,0.0019057327104494224
one_at_a_time::gemini-3.1-pro-preview::21,ai,Gemini,1,0.0022152824205551413,0.6824610608148123,0.0022072474476037074,0.002225964160706925,0.31089044515632197
one_at_a_time::gemini-3.1-pro-preview::22,ai,Gemini,1,0.0017959572163877562,0.9692801012161151,0.0018146398744577174,0.0018065304186418842,0.025302771274397524
one_at_a_time::gemini-3.1-pro-preview::23,ai,Gemini,1,0.0018222697468257014,0.7303208382497961,0.0018147572083009318,0.15994518503448985,0.10609694976058744
